geneId	nbUmis	nbIsoformSet	nbIsoformNotSet
RP23-151N21.10	1	0	1
Sez6l	14	0	14
Lima1	75	30	45
Pcdhb2	1	0	1
Eci1	23	13	10
Eci2	137	77	60
Pcdhb7	17	17	0
Pcdhb9	3	3	0
Pcdhb4	3	3	0
Pcdhb3	1	1	0
Rabac1	268	253	15
RP23-143D12.2	9	0	9
Pcdhb6	2	0	2
Pcdhb5	7	7	0
AC159266.3	2	0	2
RP23-130C18.2	1	1	0
Gm25998	5	5	0
Atp4a	2	0	2
Fn3krp	4	0	4
Gin1	30	18	12
Ech1	82	72	10
RP23-156N18.3	1	1	0
Pcdha5	2	0	2
Ythdf1	50	21	29
Ythdf2	142	102	40
Pnmal1	20	3	17
Gm35339	1	0	1
RP24-190H19.2	150	150	0
Ythdf3	34	10	24
Pnmal2	42	42	0
Rin1	1	0	1
Gm25981	2	2	0
Rin2	2	0	2
Rilp	1	0	1
Arhgef7	72	4	68
Arhgef6	2	0	2
Arhgef4	18	5	13
Rasa2	24	1	23
Rasa1	77	12	65
Pycr2	71	59	12
RP23-281H4.3	81	0	81
Arhgef2	100	24	76
Pycr1	27	9	18
RP23-281H4.4	2	0	2
Arhgef1	50	3	47
Rasa3	5	1	4
Tmem30a	69	30	39
Cd200	103	62	41
Arhgef9	34	0	34
Crybg3	2	0	2
RP23-281H4.5	8	7	1
Ehbp1l1	2	0	2
RP23-457N11.7	16	16	0
RP23-26D22.9	1	0	1
RP23-110F21.3	3	3	0
Pck2	11	5	6
Slc11a2	14	2	12
AC140724.2	15	7	8
Tomm70a	86	27	59
Gm10036	40	40	0
Rinl	1	0	1
Gtpbp8	21	9	12
Gtpbp6	57	13	44
Gtpbp4	101	26	75
Gm23346	11	11	0
Gtpbp3	11	6	5
Gtpbp2	84	21	63
Gtpbp1	20	0	20
Ecm1	1	0	1
Ecm2	1	0	1
Selenbp1	3	2	1
Apbb1	159	90	69
Apbb2	69	28	41
AC165086.3	68	18	50
Leprotl1	80	59	21
Cyb561	7	4	3
Pcm1	151	2	149
Sltm	224	6	218
Prox1	28	3	25
Gm24623	1	1	0
Git1	13	1	12
RP23-231E23.3	3	3	0
RP23-231E23.4	119	61	58
Gipr	42	4	38
Zfr	129	22	107
Zfx	16	0	16
Vgll3	2	0	2
RP23-354M9.1	24	14	10
Vgll4	117	48	69
RP23-171J18.1	23	0	23
Tox4	71	8	63
Tmem38b	5	4	1
Tox3	125	1	124
Tox2	1	0	1
Enoph1	38	23	15
Hltf	23	4	19
Tmem38a	22	10	12
RP24-186O14.1	1	0	1
Lyar	113	28	85
RP24-252K15.4	1	1	0
Slu7	73	8	65
Nckipsd	10	2	8
Colgalt1	41	14	27
Hmgcll1	3	2	1
Kcnq1ot1	245	245	0
Slx4	6	1	5
RP24-83P13.2	1	0	1
Limd1	14	5	9
Limd2	172	129	43
RP23-118L1.4	2	2	0
Git2	52	6	46
RP24-175C20.1	2	1	1
RP24-175C20.5	1	0	1
Apba1	2	0	2
RP24-175C20.9	19	19	0
Apba2	191	20	171
Hmgb1-ps3	2	2	0
Rit1	38	25	13
Hmgb1-ps6	5	5	0
Rit2	2	2	0
Pclo	26	0	26
Hmgb1-ps2	13	13	0
RP23-87H19.6	1	0	1
Slc5a4b	1	0	1
RP23-158M23.2	61	13	48
RP23-87H19.3	1	0	1
Cdkn1a	16	11	5
Gm23303	2	2	0
Cdkn1b	69	61	8
Cdkn1c	257	104	153
Prpf4	34	17	17
Mapk9	27	7	20
Ube2t	29	21	8
Prpf6	56	6	50
Mapk7	68	9	59
Oacyl	2	0	2
Ube2s	1045	976	69
Mapk8	87	24	63
Ube2w	80	40	40
Prpf3	33	14	19
Mapk1	103	56	47
Ube2m	150	118	32
Zfp672	22	7	15
Ube2k	212	165	47
Plxnb1	18	0	18
Mapk6	52	5	47
Mapk3	102	73	29
Ube2o	37	2	35
Mapk4	6	0	6
Plxnb2	49	7	42
Ube2n	380	342	38
RP23-411L6.2	2	2	0
Ube2c	494	474	20
Ube2b	322	264	58
Ube2i	405	314	91
Ube2h	33	3	30
RP24-555M16.4	5	0	5
Ube2f	58	48	10
Zfp677	2	1	1
Cdkn2a	1	0	1
Olfr57	2	0	2
Cdkn2b	1	1	0
Tarbp2	61	27	34
Ube2a	83	78	5
Cdkn2c	53	50	3
Cdkn2d	125	111	14
Pcna	262	233	29
Nosip	30	18	12
Gm10093	3	3	0
Plxna4	101	0	101
Zfp661	5	3	2
Sult4a1	51	37	14
Plxna3	23	0	23
RP24-393I15.2	1	0	1
Zfp663	4	2	2
Plxna2	116	2	114
Plxna1	19	0	19
Pcnp	74	43	31
Zfp668	48	13	35
Ube3c	49	6	43
Zfp664	71	36	35
Zfp667	8	4	4
Cep350	17	0	17
Pcnx	7	0	7
Ube2z	28	8	20
Prpf8	50	0	50
Ube3b	13	1	12
Pcnt	25	0	25
Ube3a	370	42	328
RP23-263M10.3	1	1	0
Cotl1	356	313	43
Zfp652	28	0	28
Zfp651	14	3	11
Zfp658	7	2	5
RP23-300F10.1	1	1	0
RP23-300F10.2	2	2	0
Rps27a-ps2	61	61	0
Zfp653	5	0	5
Zfp655	21	13	8
Micall1	9	1	8
Ect2	29	16	13
RP24-347A16.3	1	0	1
AC115896.3	20	17	3
Efnb1	165	52	113
RP23-409I5.2	4	0	4
Efnb2	71	17	54
RP23-409I5.1	1	1	0
Efnb3	66	9	57
RP23-323D23.1	2	2	0
RP23-323D23.3	1	1	0
Usb1	15	10	5
AC134570.1	4	0	4
RP23-239G23.4	1	1	0
AC127339.2	56	44	12
Serac1	1	0	1
Zfp641	1	0	1
Plxnc1	5	0	5
RP24-86D16.4	3	3	0
Zfp647	1	1	0
Zfp646	30	0	30
Skida1	47	0	47
RP23-115O3.18	3	2	1
RP23-115O3.19	3	0	3
Zfp644	48	6	42
RP23-288B18.1	70	50	20
Efna4	41	36	5
Efna5	16	0	16
RP23-115O3.10	3	0	3
Srcin1	52	0	52
RP23-116C19.1	1	0	1
Use1	270	209	61
Efna2	31	22	9
Efna3	41	36	5
RP24-363O16.2	3	3	0
RP24-86O15.2	2	2	0
RP24-363O16.1	5	5	0
Pycrl	86	74	12
AC109227.1	1	0	1
RP23-325M7.4	2	2	0
RP23-325M7.3	84	78	6
Gm10053	8	8	0
RP23-406N5.7	34	11	23
Stk32c	9	7	2
RP23-406N5.5	3	3	0
Stk32a	3	0	3
Stk32b	20	9	11
RP23-411P20.1	1417	1417	0
RP23-371K8.1	47	47	0
Gm23368	3	3	0
RP23-59N8.2	4	4	0
Kiss1	1	0	1
Tpbg	11	7	4
RP23-40D21.1	9	9	0
Zfp692	20	3	17
RP24-269A16.1	2	0	2
Gm22063	1	1	0
Zfp697	16	6	10
Qpctl	15	4	11
Aktip	71	45	26
Lysmd4	20	4	16
Lysmd3	29	11	18
Mcoln1	12	5	7
Lysmd2	21	21	0
Lysmd1	7	0	7
Usf1	44	29	15
Usf2	84	39	45
RP23-198M10.1	21	21	0
Usf3	9	2	7
Gm10073	71	71	0
RP23-191I16.2	9	6	3
Zfp687	22	0	22
Limk1	24	8	16
Zfp689	10	2	8
Limk2	26	12	14
Zfp688	34	16	18
Rpl34-ps1	1171	1171	0
Ciart	6	1	5
RP24-177J9.4	3	0	3
Smc6	213	10	203
Smc5	35	1	34
Smc4	284	3	281
Smc3	305	8	297
Smc2	170	0	170
Gja1	4	1	3
Hmbs	32	25	7
Gja3	1	1	0
Ghitm	84	66	18
Snupn	8	4	4
Cd2ap	23	0	23
Gm26049	4	4	0
RP23-293B11.5	2	2	0
RP23-293B11.4	2	0	2
RP23-410K18.1	10	10	0
RP23-410K18.2	9	9	0
Fam210b	121	89	32
Fam210a	19	13	6
Gm26039	6	6	0
AC122186.1	62	62	0
Tph2	1	0	1
Tph1	1	0	1
Rn7sk	1	1	0
Prrt4	5	1	4
Gjc1	32	22	10
Prrt1	13	2	11
RP23-137F6.3	1	1	0
Prrt3	5	2	3
Gjc2	1	0	1
Mettl2	42	21	21
Mettl3	52	19	33
Cited1	11	10	1
Mettl1	48	30	18
Cited2	322	256	66
Higd1a	171	154	17
RP23-173A8.2	1	0	1
RP23-453B15.7	41	41	0
RP24-338G10.2	1	0	1
RP24-338G10.1	1	1	0
Pelp1	47	10	37
Fam213a	111	74	37
Fam212b	4	0	4
RP23-424I1.1	2	0	2
Tdrkh	53	34	19
Fam212a	10	10	0
Gm27387	3	3	0
Gjb3	1	1	0
Higd2a	250	242	8
Gm27389	1	1	0
Smg1	39	0	39
Tcof1	55	0	55
Peli1	209	85	124
Smg9	34	16	18
Smg8	11	8	3
Smg7	21	0	21
Smg6	57	0	57
Smg5	36	7	29
AC124713.2	15	0	15
Gpr137b-ps	26	21	5
Sdr42e1	1	1	0
Tpi1	330	303	27
RP24-277J22.4	1	1	0
RP24-277J22.3	7	7	0
Mettl6	33	21	12
Mettl4	6	0	6
Mettl5	8	4	4
Mettl8	14	9	5
Mettl9	361	256	105
Gjd2	4	0	4
Gjd3	3	3	0
RP23-426N4.3	6	6	0
Peli2	20	6	14
Peli3	6	1	5
RP23-405M24.1	11	1	10
Ccsap	17	10	7
RP24-345F16.1	12	0	12
RP23-349H12.3	3	3	0
RP23-349H12.6	1	1	0
Vma21	71	57	14
Uso1	39	5	34
Ppfia3	14	1	13
Ppfia2	80	1	79
RP23-349H12.7	7	0	7
Ppfia4	5	0	5
RP23-122L19.1	33	33	0
RP23-133J9.5	1	0	1
Ppfia1	23	1	22
Fgd1	32	8	24
Fgd4	44	7	37
Fgd3	4	1	3
Fgd6	1	0	1
Tm4sf1	1	1	0
Usp1	110	10	100
Tm4sf5	1	0	1
Sh3bgr	1	1	0
Gm26027	1	1	0
D130007C19Rik	2	0	2
Tpk1	1	0	1
Eps15l1	31	0	31
Lyst	6	3	3
RP23-349H7.5	2	2	0
RP23-32P19.3	1	1	0
RP23-32P19.4	3	1	2
RP23-15O6.3	3	1	2
Rpl23a-ps14	1	1	0
RP23-15O6.1	8	1	7
Gm26012	1	1	0
RP23-323H18.2	20	20	0
RP23-323H18.3	7	7	0
RP24-163K4.1	1	0	1
Zyx	19	6	13
Map3k10	17	2	15
Map3k11	7	0	7
RP23-158A6.2	1	1	0
RP23-235G12.1	2	2	0
Map3k12	30	3	27
Map3k13	1	0	1
Map3k14	1	0	1
Ipmk	17	6	11
Commd10	43	34	9
AC162442.2	2	0	2
Ipo7	49	4	45
RP23-128M23.2	3	0	3
Ipo4	20	4	16
Edc3	25	8	17
Ipo5	72	16	56
Fgf3	1	1	0
Edc4	17	0	17
Edar	4	2	2
Fgf5	2	0	2
Ipo8	22	0	22
Ipo9	39	6	33
Fgf7	1	0	1
Fgf9	4	3	1
Nicn1	112	73	39
Nova2	68	1	67
Nova1	10	4	6
Frmd8	12	9	3
Gpank1	45	32	13
Ftsj1	45	18	27
Frmd6	4	1	3
Ftsj2	12	9	3
Frmd5	21	0	21
RP24-276N20.2	6	0	6
Ftsj3	48	11	37
Frmd3	27	10	17
RP23-170C11.3	1	1	0
Akap10	7	1	6
Tpm4	99	57	42
Akap11	51	3	48
Tpm3	349	209	140
Akap12	12	0	12
Tpm2	17	13	4
Akap13	10	0	10
Tpm1	100	42	58
Usp2	4	1	3
Fam219a	36	4	32
Usp3	76	25	51
Usp4	52	16	36
Usp5	61	27	34
Fam219b	28	24	4
AC159092.1	46	44	2
Ankzf1	24	3	21
Txlna	61	16	45
Usp7	50	5	45
Usp8	29	2	27
Rps11-ps2	25	25	0
Mageh1	123	123	0
Rps11-ps1	10	10	0
Carns1	4	0	4
Dab1	159	38	121
Qsox2	12	0	12
RP23-194O23.1	4	0	4
Dab2	2	0	2
Qsox1	21	10	11
Exosc10	56	10	46
Phf20l1	90	4	86
RP23-469G7.8	1	1	0
Pdcl	65	57	8
Smn1	88	61	27
Tpmt	7	3	4
RP23-407B7.1	5	5	0
RP23-320D23.6	1	1	0
Hapln3	2	0	2
Ndufv2	310	250	60
Ndufv1	167	130	37
Ndufv3	307	292	15
Spata5l1	5	0	5
Tpp2	71	13	58
Tpp1	4	1	3
RP23-185A21.1	2	2	0
RP23-185A21.2	1	1	0
Rqcd1	16	2	14
Dad1	297	292	5
Maged2	170	105	65
Fam214b	64	2	62
Fam214a	10	2	8
Fam213b	29	26	3
Magee1	41	41	0
Magee2	8	8	0
Ndufs1	51	27	24
Ndufs3	280	251	29
Ndufs2	252	208	44
Ndufs5	433	428	5
Ndufs4	392	364	28
Ndufs7	270	240	30
Ndufs6	413	401	12
Ddost	116	85	31
Ndufs8	136	11	125
Ippk	11	5	6
Olfm3	2	0	2
Olfm2	1	1	0
Olfm1	186	114	72
Qtrt1	70	28	42
Hmmr	44	8	36
Edf1	509	474	35
Edil3	75	33	42
RP24-371E20.2	2	1	1
Cd3eap	51	41	10
Maats1	2	0	2
Neurl1b	19	0	19
Neurl1a	1	0	1
AC125065.1	2	0	2
RP23-56A14.12	2	0	2
Tbc1d10b	26	15	11
Tbc1d10a	19	16	3
RP23-340C13.9	1	1	0
Bckdhb	22	16	6
RP23-340C13.8	2	2	0
RP23-365O8.4	5	5	0
Maged1	526	344	182
Bckdha	47	40	7
RP24-213J23.8	1	1	0
RP24-116C19.5	3	0	3
Tppp	2	0	2
RP24-213J23.4	11	11	0
RP24-213J23.5	7	7	0
Ubfd1	71	32	39
Smox	40	24	16
Fgl2	1	1	0
Fgl1	1	0	1
Fam216a	110	93	17
Mageb3	1	1	0
Prrx1	6	2	4
Prrx2	2	2	0
Slc3a2	139	64	75
Top1mt	5	4	1
Yme1l1	67	8	59
Luc7l3	460	28	432
Luc7l2	340	47	293
Fam217b	5	1	4
Stard3nl	111	88	23
Calr3	1	0	1
Trp53cor1	1	1	0
Tpt1	5580	5294	286
Atox1	268	253	15
Tprn	9	8	1
Cct6a	150	15	135
Pdhx	28	18	10
RP23-45N11.1	1	0	1
Nup205	11	1	10
Akap8l	68	13	55
RP23-27D5.2	6	6	0
RP23-463F7.8	1	1	0
Pdk3	25	16	9
Tspan11	9	5	4
Pdk2	11	6	5
Tspan12	9	0	9
Pdk1	19	2	17
A730061H03Rik	1	1	0
Dag1	26	1	25
Tpte	2	0	2
Pdhb	86	70	16
RP23-349B15.4	8	0	8
RP23-260J19.3	1	1	0
RP23-200B23.1	3	0	3
Nxpe4	2	0	2
Nxpe3	7	0	7
Cct6b	1	0	1
Hsd17b7	7	0	7
RP23-286B12.2	1	0	1
Mettl21c	2	0	2
RP24-387D22.3	1	1	0
Hsd17b4	55	36	19
Gm16702	5	2	3
Calm3	731	606	125
Cd320	47	37	10
Calm2	1300	1134	166
AC133097.2	1	0	1
Calm1	2340	2057	283
RP24-568B16.1	2	0	2
RP24-568B16.3	1	0	1
Smtn	3	1	2
AL365322.1	19	17	2
Mettl21a	7	6	1
RP23-227I2.4	1	1	0
Tspan31	102	76	26
Tspan33	5	3	2
Tspan13	328	233	95
Tspan14	36	24	12
Tspan15	7	5	2
Twistnb	78	56	22
Tspan17	8	6	2
Tspan18	22	9	13
Caln1	3	1	2
RP23-366E4.5	1	0	1
Smu1	113	96	17
Tpx2	94	13	81
Nup214	14	2	12
RP23-409P4.1	1	1	0
RP23-366E4.8	1	1	0
Gpaa1	57	32	25
Nup210	11	0	11
Dclk2	100	9	91
Dclk3	1	0	1
Dclk1	249	84	165
Cd302	2	2	0
C2cd2	6	1	5
C2cd3	27	0	27
C2cd5	50	2	48
Tsnaxip1	1	0	1
RP23-68H24.4	6	5	1
Rbpms2	4	3	1
RP23-418A13.10	8	8	0
Mccc1os	1	1	0
Vwa8	7	0	7
Rtn4r	19	15	4
Brcc3	61	22	39
Vwa1	3	0	3
RP23-197C15.4	1	0	1
RP23-97B15.4	6	6	0
Arih1	48	16	32
RP23-204A8.2	2	0	2
RP23-204A8.1	1	1	0
Arih2	15	5	10
AC159474.3	10	0	10
Dync2h1	21	0	21
RP23-220N17.8	1	1	0
RP23-388B5.1	1	1	0
RP23-220N17.6	1	0	1
Txlng	28	0	28
Gm2531	1	0	1
B9d1	51	44	7
B9d2	45	38	7
RP23-264M10.2	1	0	1
RP23-65G17.2	65	65	0
RP23-65G17.3	94	94	0
RP23-65G17.1	1	1	0
RP23-81C12.3	169	169	0
RP23-81C12.1	24	0	24
RP24-117A22.1	1	0	1
Pdp1	22	15	7
Akr1b10	6	5	1
RP23-419P16.12	1	0	1
Brca2	9	0	9
Pdp2	16	0	16
Inpp1	14	11	3
Brca1	8	0	8
F2rl2	1	1	0
Dap3	150	86	64
Khsrp	8	0	8
RP23-345D6.11	2	0	2
Derl3	4	3	1
Map3k20	10	1	9
Derl2	35	19	16
Derl1	55	42	13
Azi2	61	23	38
Ralgps2	112	12	100
Ralgps1	54	14	40
Masp1	26	0	26
Uchl1os	2	0	2
RP23-14P23.9	14	14	0
RP23-411N10.3	4	4	0
Hspbap1	11	3	8
Pdpr	5	0	5
Lipo1	1	0	1
Pdpn	29	17	12
RP23-336D20.3	4	0	4
RP23-332G12.1	1	0	1
RP23-14P23.2	94	0	94
RP23-14P23.3	2	2	0
Calcr	1	0	1
RP24-168F13.1	23	23	0
Arid2	48	0	48
Calca	1	1	0
Rap1gds1	27	9	18
Jade1	21	0	21
RP23-70A15.2	1	0	1
Jade3	4	0	4
Nelfcd	42	28	14
Lzic	61	11	50
RP24-114E18.8	34	0	34
RP24-114E18.6	1	1	0
RP23-291O10.1	1	1	0
Ralgds	42	3	39
Xrcc6	44	20	24
Xrcc3	4	0	4
Xrcc2	5	4	1
Xrcc5	38	20	18
Xrcc4	18	11	7
Xrcc1	68	45	23
Ddrgk1	75	60	15
Kndc1	2	0	2
RP23-398D18.4	19	19	0
AC079042.1	5	1	4
Atoh7	6	0	6
Iqca	1	0	1
Ndufc1	401	338	63
Atoh8	2	0	2
Ndufc2	721	711	10
Iqce	8	1	7
Iqcc	12	8	4
RP24-146B4.3	1	1	0
Iqcd	1	0	1
RP24-146B4.2	3	3	0
Nxph1	12	1	11
Iqcg	2	1	1
Atoh1	1	1	0
Iqch	1	0	1
Lipt1	6	4	2
Lipt2	16	15	1
Nxph4	10	4	6
Iqck	1	0	1
Nxph3	6	3	3
Nxph2	9	7	2
Mastl	2	0	2
Rpl13-ps6	297	297	0
Cald1	102	1	101
Slc50a1	40	30	10
Gm16712	6	0	6
Kidins220	108	0	108
Hsdl1	75	38	37
Hsdl2	19	8	11
Mlst8	14	2	12
Hspbp1	83	15	68
Dars	103	57	46
Aurka	61	43	18
Aurkb	48	43	5
Cd1d1	36	16	20
Ndufa1	140	139	1
Ndufa3	68	29	39
Ndufa2	565	530	35
Ndufa5	321	253	68
Cpxm1	4	2	2
Ndufa4	1121	1108	13
Ndufa7	577	528	49
RP23-316L10.2	3	0	3
Ndufa6	345	331	14
Igfbpl1	1859	1672	187
Ndufa9	129	115	14
Ndufa8	339	333	6
RP23-344H4.4	12	12	0
RP23-344H4.1	9	4	5
Cpxm2	2	0	2
Mast3	28	0	28
Mast4	16	0	16
Mast1	23	0	23
Daw1	1	0	1
Mast2	49	0	49
Cdc42se1	55	36	19
RP23-344H4.6	1	1	0
RP23-5K7.4	1	0	1
Calb1	19	18	1
Cdc42se2	112	75	37
RP24-289M23.1	2	2	0
Ppme1	76	30	46
Calb2	42	37	5
Ndufb2	1	0	1
RP23-36H10.1	1	1	0
Ndufb4	330	324	6
Ndufb3	252	235	17
AC119899.1	2	2	0
Ndufb6	356	351	5
Ndufb5	477	456	21
AC107763.2	6	6	0
Ndufb8	1	0	1
AC107763.3	1	0	1
Ndufb7	418	416	2
Pax6os1	1	0	1
Etfrf1	21	12	9
Cyth2	341	297	44
Cyth3	33	6	27
RP23-2C16.2	1	1	0
Heatr5b	5	0	5
Heatr5a	3	0	3
RP23-37J21.3	85	80	5
Pdyn	1	0	1
Hoxc9	2	0	2
RP23-37J21.5	4	0	4
Cyth1	13	3	10
RP23-37J21.6	12	0	12
Fam221a	5	3	2
Gm27493	2	2	0
RP23-218E6.3	1	1	0
Vsig10l	3	0	3
Pard6b	9	1	8
Ss18l2	135	126	9
Cand1	36	5	31
Lsm10	63	54	9
Ss18l1	57	8	49
Pard6a	59	27	32
Lsm11	17	8	9
Pdxk	4	3	1
Lsm12	160	140	20
Cand2	15	1	14
Pdxp	1	0	1
RP24-297H17.6	1	1	0
Lins1	9	3	6
RP24-297H17.3	20	0	20
Snd1	36	12	24
Fam222a	10	2	8
RP24-556H22.3	17	17	0
RP23-37J21.9	28	0	28
Fam222b	14	3	11
Zc3h7b	56	1	55
Cntfr	59	24	35
Zc3h7a	29	8	21
RP23-354L15.1	2	1	1
Pard6g	89	34	55
Sncb	45	39	6
RP23-85E24.3	1	0	1
Glud1	113	68	45
RP23-174C9.5	1	1	0
RP24-144M14.1	4	0	4
Oaz1	1337	0	1337
RP23-174C9.3	4	4	0
Oaz2	205	1	204
RP23-419P16.7	9	3	6
RP23-464L12.4	2	0	2
RP23-419P16.9	17	4	13
RP23-480B19.12	3	3	0
Snf8	165	151	14
AC158898.4	8	0	8
Daxx	69	41	28
Mthfs	1	0	1
Mthfr	4	0	4
Ptchd2	6	0	6
Asna1	110	94	16
Nxnl2	1	0	1
RP23-42N14.3	23	3	20
Ptchd4	8	0	8
RP23-42N14.4	10	10	0
Gpx2-ps1	2	2	0
Batf3	1	1	0
Syndig1l	2	1	1
Eea1	45	0	45
Tomm40	141	118	23
RP23-26N21.2	1	0	1
RP23-131O4.6	1	1	0
RP23-26N21.1	3	0	3
RP24-67M24.2	10	1	9
RP24-186A9.3	1	0	1
RP23-308M1.1	1	1	0
Gm26129	5	5	0
RP23-308M1.3	1	0	1
Gm26123	1	1	0
RP23-387F14.2	1	1	0
RP24-202N2.3	10	10	0
RP24-159E6.1	2	2	0
AC113504.5	10	3	7
Spire2	10	4	6
Golga7b	17	13	4
Spire1	40	0	40
RP23-219K16.2	2	2	0
Hsbp1	614	574	40
Has2os	2	0	2
Ahnak	1	0	1
Cntd1	1	0	1
RP24-202N2.2	3	3	0
Sytl1	1	0	1
Tomm34	47	34	13
RP23-219K16.1	2	2	0
Gm27445	1	1	0
RP23-198D7.2	7	0	7
RP23-244H7.4	12	12	0
RP24-549A19.5	1	1	0
RP24-473D4.1	105	0	105
RP23-244H7.1	1	0	1
RP24-549A19.8	2	2	0
AC131773.1	1	1	0
RP23-79J21.3	18	18	0
RP23-349I9.7	8	1	7
RP23-349I9.6	28	13	15
RP23-79J21.1	3	2	1
Fhod3	16	0	16
Caskin1	6	0	6
Caskin2	2	0	2
Mir195a	1	1	0
Exosc9	71	43	28
Exosc8	130	90	40
Exosc5	31	30	1
Exosc4	113	108	5
RP24-372P19.1	3	1	2
Exosc7	91	78	13
RP24-372P19.2	20	0	20
Trip12	57	0	57
Exosc1	58	32	26
Trip13	19	13	6
Utp3	140	140	0
Trip10	7	5	2
Exosc3	42	40	2
Utp4	45	18	27
Trip11	26	0	26
Exosc2	32	19	13
Utp6	21	11	10
Fam220a	221	135	86
RP23-427D2.1	3	0	3
Adat1	11	6	5
Adat2	5	5	0
Gnpda1	17	9	8
Ctnnbl1	93	65	28
Plcxd3	13	7	6
Gnpda2	34	27	7
Hhipl1	3	0	3
Ctdp1	15	5	10
Utrn	4	0	4
Sap30	160	146	14
Zc3h10	15	2	13
RP24-365N15.2	2	0	2
RP24-365N15.3	1	1	0
Fam189a2	2	0	2
RP24-365N15.4	2	2	0
Fam189a1	1	0	1
RP24-365N15.5	1	0	1
RP24-344B12.1	6	0	6
H3f3aos	4	0	4
Rtkn2	8	3	5
Tubd1	9	6	3
Plcxd2	15	0	15
RP23-158C15.8	1	1	0
Pef1	49	35	14
RP23-13N24.1	1	1	0
Zc3h18	60	6	54
Tomm22	354	344	10
Zc3h15	263	80	183
Zc3h14	77	38	39
Tomm20	499	475	24
Zc3h13	185	0	185
Pecr	16	9	7
Tubb5	7187	6436	751
AC164004.4	8	0	8
Tubb6	1	1	0
RP23-358M7.2	5	0	5
Tubb3	4264	3788	476
Nipsnap3b	129	121	8
RP24-399B3.5	13	13	0
AC157805.2	1	0	1
RP23-344D18.2	6	0	6
Eef2	2237	1291	946
Arl8b	50	25	25
RP23-444K20.4	2	2	0
Arl8a	171	112	59
Hnmt	1	1	0
Tcp11	1	0	1
RP24-531D17.1	1	0	1
4931440J10Rik	1	0	1
RP23-187N1.1	5	5	0
Dnmt1	71	2	69
RP23-472H13.5	26	0	26
Rnu3b1	3	0	3
Adap1	2	0	2
Rnu3b4	5	0	5
Arl5c	2	0	2
Arl5b	51	2	49
RP24-74B11.1	8	0	8
Fhl1	44	14	30
Marc2	52	46	6
Fhl2	10	9	1
RP23-21B1.2	13	13	0
Daglb	19	5	14
Dbf4	42	23	19
Arl5a	28	5	23
RP24-234D9.2	7	0	7
Snph	1	0	1
RP24-483K3.1	1634	1634	0
AC150033.3	2	0	2
RP23-26C21.1	2	2	0
RP23-406J21.4	2	2	0
Peg3	35	5	30
RP23-406J21.3	4	4	0
AC131679.3	2	2	0
RP23-358K1.3	3	0	3
RP23-26C21.3	1	1	0
Adam9	5	0	5
Adam8	4	1	3
Tbc1d22a	8	4	4
Fam227a	6	0	6
Tpd52l1	3	1	2
Tpd52l2	109	67	42
Tbc1d22b	25	0	25
Dagla	1	0	1
AC131679.2	6	6	0
Slc7a6os	58	31	27
Ppm1b	70	25	45
Ppm1a	35	21	14
RP23-333I24.3	3	3	0
Fam228a	1	0	1
RP24-259P13.2	1	1	0
Fam228b	4	1	3
RP24-259P13.3	1	1	0
Snrk	56	9	47
Gm2a	14	8	6
Elac1	1	1	0
Sap18	125	111	14
Elac2	27	12	15
Efr3b	20	0	20
RP23-416E18.4	5	5	0
Arl4a	62	51	11
Arl4d	77	50	27
Efr3a	33	1	32
Arl4c	142	0	142
Chadl	9	8	1
Tagln2	11	8	3
Brms1l	16	11	5
Tagln3	618	582	36
Slc16a13	3	0	3
Fam229b	22	10	12
Slc16a14	2	2	0
Agtpbp1	38	2	36
Ppm1m	7	3	4
Ppm1l	46	17	29
Ppm1g	206	135	71
RP23-245B21.3	4	0	4
Ppm1f	4	1	3
RP23-245B21.4	6	2	4
Ppm1e	20	3	17
Ppm1d	27	19	8
Ppm1k	8	1	7
Ppm1h	2	0	2
RP23-370J16.1	1	0	1
Epm2aip1	30	1	29
Col18a1	5	0	5
Ptpmt1	44	15	29
RP23-367H8.4	3	0	3
Akr1c19	7	3	4
RP23-100C7.2	3	0	3
Mir17hg	2	0	2
RP23-100C7.3	11	11	0
Slc4a2	9	2	7
Slc4a4	13	0	13
Slc4a3	28	1	27
RP24-84B10.1	20	0	20
Slc4a8	12	4	8
Slc4a7	42	0	42
Prrc1	18	7	11
Marf1	8	0	8
WI1-2736D10.2	6	0	6
RP23-262J21.8	4	2	2
RP23-315I4.2	8	0	8
Focad	10	0	10
RP24-261H7.5	1	1	0
Akr1c13	1	1	0
RP24-261H7.9	271	271	0
RP23-386E10.7	26	14	12
RP23-441I8.8	2	0	2
RP23-101E7.1	2	0	2
Dhrs7b	31	17	14
RP23-300I4.1	20	20	0
Chac1	3	3	0
Chac2	9	9	0
RP23-300I4.2	4	4	0
RP23-300I4.3	10	10	0
Snx4	46	28	18
Snx3	216	201	15
RP24-331B5.1	6	6	0
Snx2	71	46	25
Snx1	59	43	16
Arl10	10	7	3
AC123647.1	10	10	0
Arl15	13	1	12
Mapk1ip1	30	20	10
Pemt	4	3	1
Snx9	1	0	1
Cidea	3	1	2
RP23-327M13.3	1	1	0
Triobp	31	9	22
Snx8	12	10	2
RP23-327M13.6	4	4	0
Snx7	11	7	4
Snx6	158	55	103
Snx5	50	28	22
RP24-325N3.3	1	1	0
Arl16	40	23	17
Firre	1	0	1
RP23-429P17.1	2	2	0
RP23-349B16.3	1	1	0
Cox8a	1095	1083	12
