geneId	total	isoform_def	isoform_undef
Srf	2	0	2
Lrp6	28	15	13
Arnt	16	3	13
U2af1	355	273	82
Lrp8	99	1	98
Syndig1	11	4	7
Sri	63	59	4
Lrp2	3	0	3
Tmem184b	13	5	8
Srl	12	0	12
Lrp3	33	1	32
Tmem184c	62	42	20
Tapt1	9	3	6
Lrp4	1	0	1
Lrp5	1	0	1
Srm	160	122	38
Trabd	35	22	13
Hnrnpa1	1316	765	551
Srr	30	15	15
Hnrnpa0	96	90	6
Lao1	1	1	0
Mphosph10	46	26	20
St5	1	0	1
U2af2	160	91	69
G6pdx	32	7	25
St7	57	31	26
Arid3a	10	4	6
Arid3b	7	1	6
Srxn1	4	4	0
Bcs1l	21	16	5
Murc	3	0	3
Foxred2	17	6	11
Nfasc	38	0	38
Ssb	573	142	431
Apopt1	42	35	7
Spag1	1	0	1
Emilin1	1	1	0
Tmem185b	12	12	0
Spag9	112	1	111
Ngrn	71	64	7
Nfat5	39	8	31
Spag7	30	26	4
Spag8	2	2	0
Spag5	23	4	19
Bre	61	46	15
Sst	39	39	0
Mak16	72	14	58
Spag4	4	1	3
Ddhd1	13	7	6
Ddhd2	15	5	10
Aamp	166	136	30
Nif3l1	39	37	2
Chst10	31	16	15
Lrr1	19	17	2
Chst11	4	0	4
Slc44a5	2	0	2
Chst12	18	15	3
Fcho1	26	0	26
Gpatch11	76	23	53
Slc44a1	6	2	4
Slc44a2	14	7	7
Fcho2	12	3	9
Lrrfip1	36	1	35
Ulk4	6	0	6
Lrrfip2	56	20	36
Atp6v0a2	16	4	12
Gcc2	52	10	42
Tmem178b	18	17	1
Gcc1	4	2	2
Chst14	2	2	0
Scn1a	4	0	4
Chst15	41	41	0
Gm11110	2	0	2
Atp6v0a1	20	0	20
Gcat	33	30	3
Scn1b	3	2	1
Smim3	1	1	0
Telo2	60	30	30
Smim4	29	29	0
Bsg	376	301	75
Rcc1	53	26	27
Sh3bp5l	26	13	13
Ptov1	1029	371	658
Bsn	16	0	16
Smim7	166	144	22
Smim8	30	29	1
Spast	70	7	63
RP23-218K15.3	4	0	4
Phlpp1	15	0	15
Scn2b	1	1	0
Phlpp2	13	1	12
Fermt2	48	12	36
Btc	1	1	0
Tbcel	18	9	9
Zfand2b	29	22	7
Btd	10	7	3
Zfand2a	6	4	2
Ulk1	30	2	28
Ulk2	31	2	29
Ulk3	1	0	1
Tifa	1	1	0
Hip1r	19	1	18
Coq10a	39	28	11
Coq10b	51	49	2
Asprv1	3	1	2
Lap3	46	35	11
Arsa	4	0	4
Hint1	1550	1531	19
Hint2	77	75	2
Hint3	16	15	1
Tmem176a	4	2	2
Tmcc3	1	0	1
Tmem176b	52	46	6
Tmcc1	75	63	12
Rtf1	312	1	311
Tmcc2	15	3	12
Wapl	49	0	49
Zbtb8b	4	1	3
Trap1	40	20	20
Ppp1r3c	1	1	0
Rabgap1	63	32	31
Swi5	602	569	33
Ppp1r3f	10	8	2
Chtf18	8	3	5
Rce1	29	17	12
Secisbp2l	40	1	39
Aar2	27	17	10
Slain2	48	38	10
Slain1	84	59	25
Rcc2	96	34	62
Rtcb	129	90	39
Rtca	69	51	18
Fdxacb1	4	1	3
Sec62	196	7	189
Aard	8	8	0
Zbtb7c	1	0	1
Sec63	42	9	33
Zbtb7a	24	4	20
Zbtb8a	19	12	7
Igsf8	148	96	52
Sparc	53	33	20
Gabpb2	7	1	6
Arsk	7	3	4
Igsf3	106	8	98
Arsj	1	0	1
Fam171b	78	31	47
Arsi	1	1	0
Crabp1	4	4	0
Crabp2	5	4	1
Gabpb1	40	27	13
Arsg	2	0	2
Rpl36al	750	746	4
Igsf9	31	6	25
Arsb	7	0	7
Cckar	1	0	1
Wars	58	25	33
Spc24	95	44	51
Spc25	101	76	25
Enah	129	106	23
Sectm1a	1	0	1
Arv1	7	1	6
Enc1	176	32	144
Ppcdc	10	2	8
Aars	118	5	113
Nploc4	13	4	9
Gcdh	18	10	8
Slc31a2	5	2	3
Spty2d1	34	29	5
Slc31a1	30	18	12
Frrs1l	14	4	10
Aatk	16	0	16
Syp	66	27	39
Anks1b	15	0	15
Aatf	39	21	18
Zswim1	15	9	6
Prim2	38	30	8
Zswim3	4	3	1
Lars	52	2	50
Zswim4	8	0	8
Zswim5	10	0	10
Zswim6	28	0	28
Zswim7	5	1	4
Fam49a	100	40	60
Zswim8	25	7	18
Fam49b	60	33	27
Prim1	63	46	17
Tmtc3	4	0	4
Tmtc2	8	1	7
Vldlr	31	5	26
Tmtc1	1	0	1
Sfi1	4	0	4
Tmtc4	25	10	15
Serp1	114	86	28
Serp2	183	172	11
Klhdc8a	12	8	4
Garnl3	7	0	7
Slc7a14	4	0	4
Slc7a10	3	1	2
Sec13	132	107	25
Cyp2j6	8	5	3
Cyp2j9	2	1	1
Klhdc8b	28	26	2
Gpatch2l	11	2	9
Tmsb4x	14069	13364	705
Camk2n1	60	48	12
RP23-207N5.4	5	5	0
Fabp3	77	76	1
Camk2n2	23	7	16
Fabp5	1935	1829	106
Fabp7	1497	1441	56
Ppp1r9b	51	10	41
Wasl	61	3	58
Ppp1r9a	47	0	47
Dfna5	22	16	6
Tardbp	102	45	57
RP23-207N5.2	34	8	26
Tram1	23	10	13
Mis12	43	14	29
Tram2	1	0	1
Adra2a	2	2	0
Adra2c	4	3	1
Nr2c2	24	21	3
Nr2c1	5	1	4
Scn9a	3	0	3
Nup35	10	9	1
Hist4h4	10	10	0
Cilp2	14	0	14
Nup37	35	28	7
Kansl1l	24	7	17
Dmrt3	5	2	3
Pnck	53	33	20
Hfm1	5	0	5
Adra1a	1	0	1
Chil1	2	2	0
Nup43	55	49	6
Lekr1	6	6	0
Fam177a	217	136	81
Dscam	19	0	19
Dkc1	60	12	48
Dscc1	11	8	3
Hebp1	3	3	0
Rtn3	459	325	134
Hebp2	4	3	1
Rtn2	104	61	43
Rtn1	2698	2532	166
Cntrob	14	4	10
Nup50	49	24	25
Nup54	31	13	18
Tmsb10	8579	6922	1657
Layn	1	0	1
Rtn4	566	78	488
Gclc	14	4	10
Zbtb26	4	4	0
Zbtb25	18	10	8
Zbtb24	17	10	7
Zbtb22	22	14	8
Zbtb21	5	3	2
Zbtb20	562	3	559
Gclm	45	36	9
Ralyl	49	20	29
Rtkn	3	3	0
Cyc1	346	317	29
Trmt112	206	200	6
Eef2k	25	8	17
Gorasp1	9	5	4
Gorasp2	65	29	36
Nup62	28	0	28
Fastk	51	31	20
Scn8a	29	1	28
Dmap1	62	15	47
Rcl1	19	17	2
Adprhl2	78	47	31
Fam179b	7	3	4
Adprhl1	1	1	0
Zbtb18	217	210	7
Zbtb17	24	4	20
Trmt10a	10	3	7
Zbtb16	3	0	3
Cyba	7	6	1
Trmt10c	27	25	2
Zbtb14	18	5	13
Trmt10b	15	6	9
Zbtb12	135	101	34
Azin2	10	3	7
Zbtb11	15	2	13
Magohb	95	78	17
Pds5b	39	1	38
Pitrm1	25	3	22
Zbtb10	31	1	30
Isg15	1	1	0
Gtdc1	34	4	30
Pds5a	45	23	22
Azin1	61	25	36
Dcaf17	48	16	32
mt-Nd4	1392	1386	6
Gmppa	42	11	31
Ppp1r35	92	73	19
mt-Nd5	243	241	2
Rtp4	4	0	4
H2-T23	1	1	0
Dcaf15	21	8	13
mt-Nd6	3	3	0
H2-T22	1	0	1
Igsf11	1	1	0
Eef1d	221	178	43
Igsf10	3	0	3
Ppp1r37	37	20	17
Gmppb	18	15	3
Eef1g	1710	1354	356
Dcaf10	13	3	10
Scn5a	1	0	1
Wscd2	7	7	0
Wscd1	30	19	11
Abcf2	63	33	30
Dcaf13	49	38	11
Mea1	192	26	166
Taz	64	30	34
Abcf3	30	17	13
mt-Nd1	3131	3119	12
Atp6v0e2	189	160	29
Dcaf11	68	25	43
mt-Nd2	1344	1333	11
Abcf1	141	15	126
Dcaf12	46	22	24
mt-Nd3	51	51	0
Igbp1	84	73	11
Txnrd1	140	54	86
Ppp1r1b	17	12	5
Txnrd3	8	3	5
Ppp1r1a	104	97	7
Sfpq	588	200	388
Txnrd2	26	6	20
Zbtb49	2	2	0
Sfr1	399	157	242
Zbtb48	12	6	6
Fam172a	78	25	53
Zbtb46	2	1	1
Cox4i1	1579	1542	37
Zbtb45	35	12	23
Cox4i2	3	3	0
Zbtb44	12	2	10
Zbtb43	10	3	7
Slfn9	3	0	3
Zbtb41	17	0	17
Zbtb40	4	0	4
Pcdha12	1	0	1
Dtwd1	14	4	10
Dtwd2	3	3	0
Nr2f6	14	6	8
Tbp	15	6	9
Nr2f2	61	46	15
Cycs	346	330	16
Nr2f1	302	56	246
Cyct	1	0	1
Cad	6	0	6
Mcph1	8	0	8
Abcg4	6	1	5
Abcg1	5	0	5
Abcg2	14	7	7
Nim1k	11	4	7
Rcn3	27	22	5
Tm7sf2	11	4	7
Enho	41	38	3
Unc45a	32	12	20
Gmpr2	44	29	15
Chd1	75	0	75
Rcn1	27	23	4
Chd2	62	34	28
Rcn2	182	131	51
Tm7sf3	16	10	6
Zbtb39	3	0	3
Chd3	385	12	373
Zbtb38	26	10	16
Chd4	174	4	170
Zbtb37	19	3	16
Chd5	30	0	30
Aplp1	347	160	187
Fam173b	13	11	2
Chd6	85	0	85
Abca8b	1	0	1
Aplp2	71	33	38
Cat	51	12	39
Fam173a	26	7	19
Mcmdc2	2	0	2
Chd7	91	23	68
Zbtb34	19	0	19
Chd8	59	29	30
Ckap2	27	11	16
Zbtb33	14	3	11
Chd9	61	10	51
Ckap5	77	0	77
Ckap4	66	47	19
Klhdc10	44	7	37
Ppp1r11	229	201	28
Clec3b	1	0	1
Ppp1r10	51	10	41
Nr2e1	28	9	19
Ppp1r18	29	20	9
Scn3a	38	0	38
Cbl	39	5	34
Abcd1	9	2	7
Scn3b	36	21	15
Xrcc6bp1	14	11	3
Mutyh	4	0	4
Abcd4	6	2	4
Pnkd	131	124	7
Cygb	21	16	5
Abcd2	12	3	9
Abcd3	50	37	13
Fam174a	26	26	0
Clec2l	9	7	2
Trmt44	11	5	6
Cbs	16	11	5
Haghl	87	45	42
Tdg	138	78	60
Fam174b	33	27	6
Cd9	111	107	4
Ccp110	26	1	25
Atraid	142	126	16
Pycard	2	1	1
Ppp1r21	20	0	20
Swt1	44	19	25
Ppp1r26	3	0	3
Katna1	48	28	20
Spry2	2	0	2
Cck	39	35	4
Spry1	3	0	3
Abce1	62	23	39
Atp6v0d1	206	177	29
Zmiz1os1	2	0	2
Nr2c2ap	52	47	5
Ccs	41	30	11
Fam175b	38	30	8
Tef	28	1	27
Ebna1bp2	186	162	24
Cadps	22	11	11
Fam175a	5	2	3
Spry4	1	0	1
Katnb1	35	16	19
Asb8	23	15	8
Asb7	16	0	16
Sclt1	30	9	21
Asb6	24	16	8
Asb4	6	0	6
Asb3	38	22	16
Asb1	11	3	8
Sertm1	8	2	6
Chgb	37	18	19
Lars2	10	9	1
Afg3l2	22	7	15
Afg3l1	71	45	26
Mecr	27	24	3
Tes	24	17	7
Rpl35	1442	970	472
Rpl36	339	152	187
Rpl37	466	453	13
Eno1	516	431	85
Rpl38	55	34	21
Rpl39	421	342	79
Rab3il1	3	1	2
Eno3	8	5	3
Eno2	10	7	3
Eno4	1	0	1
Gstk1	3	0	3
Mycbp2	199	2	197
Lmbr1l	30	15	15
Rpl30	1395	1320	75
Rpl31	1268	1180	88
Shmt2	52	35	17
Suclg1	162	141	21
Tfg	120	78	42
Rpl32	4326	4230	96
Hyou1	10	2	8
Dgcr14	30	19	11
Rpl34	1529	495	1034
Shmt1	8	7	1
Suclg2	8	6	2
Nkain4	48	31	17
Med1	48	6	42
Nkain3	74	0	74
Nkain2	4	4	0
Wsb1	115	58	57
Ift88	18	1	17
Nkain1	8	7	1
Ift81	46	19	27
Ddit4	60	17	43
Kcna6	1	1	0
Pnkp	37	19	18
Wsb2	67	33	34
Ddit3	57	45	12
Kcna4	2	0	2
Rpl24	1463	1257	206
Med8	113	38	75
Kcna2	2	0	2
Med9	83	80	3
Kcna1	15	14	1
Rpl26	3256	2223	1033
Ankrd13a	26	21	5
Uba52	64	41	23
Rpl27	992	914	78
Abat	9	1	8
Rpl28	2135	2017	118
Med4	75	66	9
Rpl29	2505	2407	98
Dkk2	1	1	0
Med6	35	30	5
Dkk3	14	1	13
Med7	35	31	4
Chfr	50	29	21
Uhrf1	25	13	12
Zfp780b	10	3	7
Ankrd13c	19	12	7
Rpl21	2532	1362	1170
Uhrf2	109	57	52
Ankrd13b	58	1	57
Rpl22	1195	860	335
Aasdh	10	8	2
Rpl23	2660	1882	778
Ankrd13d	16	10	6
Ift80	8	4	4
Ube2l6	12	12	0
Topors	82	36	46
Ube2l3	288	225	63
Chga	69	37	32
Rab22a	43	32	11
Meg3	1476	504	972
As3mt	5	4	1
Gm6741	16	16	0
Fxyd1	3	3	0
Fxyd2	7	0	7
Vopp1	62	26	36
Fxyd7	3	2	1
Fxyd6	489	351	138
Gstm7	56	42	14
Cfp	2	0	2
Gstm5	166	158	8
Gstm6	3	3	0
Gstm4	7	6	1
Gstm1	38	30	8
Pnoc	6	5	1
Larp7	89	14	75
B3glct	20	5	15
Morf4l2	444	379	65
Morf4l1	491	259	232
Larp4	23	3	20
Eif4enif1	21	1	20
Larp6	4	4	0
Cdkn2aipnl	40	25	15
Pno1	33	27	6
Nprl3	13	5	8
Sfxn2	26	4	22
Nprl2	43	31	12
Sfxn1	122	103	19
Sfxn4	10	6	4
Cgn	4	0	4
Sfxn3	37	6	31
Fgfr3	11	1	10
Fgfr4	1	0	1
Sfxn5	2	2	0
Terf2ip	61	58	3
Spaca6	5	5	0
Fgfr1	43	34	9
Pabpc1l	9	1	8
Fgfr2	9	8	1
Gcsh	84	74	10
Eif4a3	166	154	12
Rpl41	1804	738	1066
Eif4a2	561	387	174
Eif4a1	1821	1173	648
Ppwd1	11	1	10
Tk2	24	12	12
Rttn	1	0	1
Tk1	66	49	17
Dzip3	69	0	69
Supt20	68	4	64
Dzip1	24	0	24
Ptrh2	86	77	9
G0s2	3	3	0
Chm	21	1	20
Sft2d2	2	0	2
Kcnd3	7	0	7
Ptrh1	6	5	1
Kcnd2	10	0	10
Sft2d1	41	4	37
Kcnd1	3	1	2
Mnat1	49	16	33
Cryab	20	19	1
Cs	72	53	19
Szrd1	44	19	25
Spata9	2	0	2
Poglut1	33	13	20
Gsto1	105	99	6
Gsto2	1	0	1
Timmdc1	5	2	3
Jmjd1c	45	20	25
Rab27a	1	1	0
Ash2l	114	85	29
Spata1	5	0	5
Ube2g2	27	0	27
Spata2	15	4	11
Ube2g1	109	82	27
Rab27b	4	3	1
Spata7	21	19	2
Cic	46	0	46
Sdad1	30	9	21
Spata5	12	5	7
Bvht	1	1	0
Orai3	6	4	2
Orai1	12	9	3
Rps12-ps3	2052	2026	26
Orai2	12	4	8
Chl1	98	6	92
F3	2	0	2
Pdzph1	1	0	1
Cyld	7	3	4
Cit	20	14	6
Gstp2	55	0	55
Lsg1	46	20	26
Gstp1	408	348	60
Pnpo	6	4	2
Chka	71	32	39
Chkb	47	20	27
Pik3r1	107	45	62
Tkt	352	288	64
Pik3r2	86	41	45
Pik3r3	26	4	22
Pik3r4	11	2	9
Chml	2	2	0
Prkar1a	248	112	136
Prkar1b	85	42	43
Rpl13	5637	4107	1530
Rpl14	2694	2543	151
Kcnb2	21	0	21
Rpl15	4032	3906	126
Kcnb1	9	1	8
Rpl17	2895	940	1955
Rpl18	2402	1446	956
Pabpc4l	2	0	2
Rpl19	2698	1066	1632
Scaper	43	0	43
Akirin1	85	68	17
Akirin2	292	238	54
Rpl10	2446	773	1673
Rpl11	2193	2066	127
Rpl12	1441	1285	156
Ly6g5b	1	0	1
Ckb	956	827	129
Gm6793	191	186	5
Bcdin3d	17	17	0
Prkar2a	53	40	13
Prkar2b	84	30	54
Chn1	75	34	41
Chn2	17	9	8
Kcnc3	26	3	23
Mitd1	16	11	5
Kcnc1	46	30	16
Supt16	101	4	97
Il1rapl1	2	0	2
Mcrs1	167	103	64
Abi2	62	5	57
Abi1	35	12	23
Ensa	56	53	3
Myt1l	218	43	175
0610009O20Rik	53	31	22
Ash1l	90	0	90
Arcn1	53	44	9
Ube2j2	154	126	28
Ube2j1	42	26	16
Leng1	26	23	3
Zfp46	29	3	26
Tmem170b	12	0	12
Gk	4	2	2
Zfp40	13	4	9
Zfp41	31	18	13
Grb14	14	10	4
Clasp1	164	144	20
Tnc	27	0	27
Clasp2	7	0	7
Kcnh8	7	0	7
Kcnh7	33	0	33
Grb10	46	6	40
Kcnh5	2	0	2
Clu	34	15	19
Kcnh4	3	0	3
Kcnh3	3	0	3
Drosha	40	1	39
Kcnh2	3	0	3
Pias3	11	3	8
Pias4	66	40	26
Egln1	21	7	14
Egln2	93	59	34
Melk	29	20	9
Alyref2	37	37	0
Egln3	19	12	7
Cys1	4	1	3
Lrtm1	4	0	4
Lrtm2	2	0	2
Tnr	6	0	6
Chpf	19	10	9
Hc	1	0	1
Pias1	25	7	18
Pias2	42	5	37
Men1	48	25	23
Malt1	1	1	0
Zfp35	18	5	13
Zfp36	2	2	0
Zfp30	74	7	67
Chp1	35	16	19
Nsmce4a	153	129	24
Krit1	209	184	25
Hr	1	0	1
Zfp37	14	5	9
Zfp39	6	4	2
Ubiad1	4	0	4
Rnf41	57	24	33
Kcnj3	5	3	2
Rnf40	15	2	13
Dgat2	9	5	4
Dgat1	19	7	12
Mtch2	252	180	72
Mtch1	533	411	122
Leng8	33	5	28
Leng9	12	12	0
Nhp2	184	182	2
Gstt1	8	6	2
Zc3h11a	2	0	2
Tox	38	9	29
Rnf44	24	0	24
Ik	137	12	125
Zfp68	86	76	10
Zfp69	1	0	1
Eny2	300	262	38
Zfp62	38	4	34
Cnp	20	19	1
Ccdc85a	3	2	1
Zfp64	23	14	9
Ccdc85b	15	15	0
Zfp65	7	3	4
Dmtf1	57	21	36
Ube2v2	240	219	21
Ube2v1	1	0	1
Tpm3-rs7	160	142	18
Sdr39u1	24	13	11
Fam32a	146	108	38
Kcnf1	2	2	0
Chrd	5	0	5
Tpr	251	6	245
Tiparp	32	9	23
Abl2	15	0	15
Abl1	20	3	17
Neat1	1	1	0
Npas4	9	0	9
Man1a	4	1	3
Npas3	20	1	19
Ndor1	6	3	3
Lrch1	6	0	6
Zfp57	105	32	73
Npas1	4	4	0
Lrch2	51	0	51
Zfp51	4	2	2
Zfp54	2	1	1
Lsm2	234	213	21
Lsm3	206	198	8
Lsm4	368	336	32
Lsm5	155	109	46
Lrch3	14	0	14
Kcng2	3	0	3
Lsm1	141	130	11
Kcng1	4	1	3
Ntng1	21	21	0
Lsm6	281	258	23
P4ha1	18	5	13
Supt4a	229	220	9
Lsm7	201	159	42
P4ha2	4	1	3
Ireb2	21	12	9
Lsm8	184	172	12
P4ha3	1	1	0
Cpd	3	0	3
Cpe	180	138	42
Zfp60	41	18	23
Cgrrf1	6	5	1
Zfp61	32	25	7
Pde10a	53	36	17
Zfp84	18	12	6
Zfp85	1	0	1
Zfp87	4	0	4
Drap1	202	187	15
Asns	23	17	6
Lsp1	3	2	1
Cers6	29	26	3
Clasrp	37	2	35
Bcat1	33	13	20
Cers5	42	27	15
Ky	2	0	2
Cers4	66	8	58
Bcas3	12	3	9
Tro	39	1	38
Cers2	39	13	26
Cers1	1	0	1
Cep83os	2	0	2
Zfp91	68	5	63
Zfp93	1	1	0
Rnf14	82	31	51
Zfp94	11	5	6
Rnf13	26	19	7
Rnf11	95	78	17
Rnf10	240	143	97
Zfp90	42	30	12
Zfp78	1	1	0
Ube2q2	25	7	18
Zfp74	19	1	18
Ube2q1	37	25	12
Trappc9	19	3	16
Trappc8	6	1	5
Trappc5	83	81	2
Trappc4	222	196	26
Gapdh	2332	1868	464
Scn2a1	40	30	10
Trappc3	186	161	25
Trappc2	32	22	10
Tsn	483	446	37
Trappc1	162	149	13
Pianp	29	13	16
Nt5dc2	133	114	19
Mtcl1	4	3	1
Nt5dc3	9	1	8
Tst	35	35	0
Kcnn3	4	0	4
Nt5dc1	2	1	1
Kcnn2	46	23	23
Kcnn1	7	1	6
Tsx	1	0	1
Zfp81	32	9	23
Zfp82	3	2	1
Spred1	34	16	18
Crk	51	21	30
Spred3	10	0	10
Atad3a	69	44	25
Spred2	21	1	20
Gstz1	28	19	9
Erbb2ip	3	0	3
Wbp2	166	106	60
Rnf207	1	0	1
Puf60	196	149	47
Ube2r2	148	79	69
Wbp1	169	145	24
Wbp4	180	5	175
Pdcd4	24	11	13
Spdl1	3	0	3
Ttk	15	5	10
Kcnj9	1	0	1
Pdcd2	68	54	14
Sgcz	1	0	1
Ttl	50	37	13
Kcnj6	1	1	0
Bcar1	37	4	33
Camk2g	82	27	55
Aspn	1	0	1
Kcnj4	1	0	1
Camk2d	25	24	1
Aspm	18	0	18
Kcnk3	1	0	1
Alas1	21	17	4
Camk2b	99	28	71
Kcnk2	167	5	162
Alas2	42	29	13
Kcnk1	17	14	3
Camk2a	3	0	3
Asph	36	9	27
P2ry1	1	1	0
Rnf38	31	1	30
Bicc1	3	0	3
Rnf208	65	60	5
Csk	102	50	52
Cdc37l1	58	13	45
Supt7l	31	29	2
Rnf34	64	47	17
Atad2b	38	0	38
Rnf32	11	5	6
Rnf31	2	0	2
Rpl7a	778	565	213
Gm21887	2	0	2
Gpr137b	26	20	6
Tub	39	36	3
Mllt6	15	0	15
Gpr137c	1	1	0
Ptar1	2	1	1
Mllt4	95	5	90
Mllt3	162	39	123
Mllt1	20	0	20
Zfp97	1	1	0
Dram2	29	14	15
Rabgap1l	31	18	13
Bcas1	3	0	3
Bcas2	333	295	38
Ass1	3	1	2
Kcnk5	1	0	1
Bcar3	3	2	1
Sgce	37	26	11
Sgcd	2	0	2
P2rx5	2	0	2
Cpt1a	3	0	3
P2rx4	6	6	0
Pdcd7	46	14	32
Sgcb	11	10	1
P2rx2	7	2	5
Pdcd5	274	231	43
Cth	2	2	0
Pdcd6	163	159	4
Gpkow	12	3	9
Rnf26	56	53	3
Bicd2	16	6	10
Rnf25	19	11	8
Bicd1	75	62	13
Chuk	51	22	29
Rnf24	11	4	7
Cpt1c	17	6	11
Sorl1	20	0	20
Rnf20	92	28	64
Bet1	38	35	3
Rnf103	20	19	1
Tmem69	3	1	2
Tmem67	9	2	7
Tmem68	29	10	19
Tmem65	51	51	0
Tunar	4	4	0
Gde1	158	145	13
Spdya	3	0	3
Hgh1	17	9	8
Wars2	8	2	6
Aars2	9	3	6
Prkaa1	5	1	4
Prkaa2	13	7	6
Kcnq5	5	0	5
Kcnq4	6	0	6
Kcnq3	38	35	3
Tmem74	6	3	3
Kcnq2	40	7	33
Tax1bp1	198	66	132
Zbtb1	12	6	6
Tax1bp3	121	113	8
Gm26724	13	0	13
Tmem70	84	77	7
Ndufa4l2	2	0	2
Zbtb4	14	2	12
Zbtb5	28	7	21
Zbtb2	15	14	1
Zbtb3	4	2	2
Gm26720	1	0	1
Necap2	23	6	17
Abt1	42	36	6
Necap1	35	24	11
Hnrnpll	96	55	41
Cfdp1	235	166	69
Pde12	30	21	9
Slc6a15	30	16	14
Espl1	4	0	4
Vps13a	4	0	4
Slc6a17	17	0	17
Vps13b	5	2	3
Vps13c	7	0	7
Slc6a11	6	6	0
Vps13d	15	1	14
Tmem167b	38	34	4
Camk1g	14	8	6
Camk1d	7	0	7
Smarce1	340	143	197
Gm26710	1	1	0
Fam181a	4	3	1
Gm26711	1	0	1
Qk	82	5	77
Guf1	71	35	36
Fam181b	77	76	1
Mest	81	41	40
Tmem80	52	34	18
Bex4	278	265	13
Rnf126	91	55	36
Rnf123	14	0	14
Bex2	800	719	81
Bex1	300	281	19
Pradc1	23	14	9
Ninj1	16	16	0
Tmem88	1	0	1
Itm2c	48	39	9
Itm2b	501	460	41
Zfhx2os	1	0	1
Itm2a	9	8	1
Rnf121	30	21	9
Pnliprp2	2	0	2
Rnf122	16	15	1
Pnliprp1	1	0	1
Mtcp1	2	0	2
Cabin1	34	2	32
Ddias	5	2	3
Vps8	8	0	8
Tmem97	38	32	6
Tcirg1	1	0	1
Tmem94	7	0	7
Rtn4ip1	6	3	3
Adarb1	16	2	14
Ptpdc1	12	3	9
Adarb2	6	4	2
Tmem91	4	3	1
Rnf114	70	47	23
Rnf115	42	31	11
Rnf112	5	0	5
Zbtb6	8	4	4
Faah	13	6	7
Tmem98	8	4	4
Kcne1l	37	37	0
Tmem8b	61	0	61
Rnf111	21	0	21
Gpm6b	302	188	114
Gdf9	6	0	6
Gpm6a	398	171	227
Pde1b	16	4	12
Pde1c	5	1	4
Pde1a	7	0	7
Rab10os	28	17	11
Gm26734	3	0	3
Gm26735	4	0	4
Gng12	18	12	6
Gng13	1	1	0
Tmem28	3	0	3
Il11	2	0	2
Tmem25	3	1	2
Rnf145	34	17	17
Rnf146	71	51	20
Gdi1	515	108	407
Rnf149	44	22	22
Faf2	51	29	22
Faf1	68	42	26
Gdi2	400	335	65
Il18	12	0	12
Ola1	174	107	67
Tlcd1	4	2	2
Pik3c3	11	1	10
Rnf141	15	14	1
Tmem29	43	32	11
Umps	44	28	16
Fkbp2	115	78	37
Guk1	188	169	19
Ssna1	174	164	10
Kptn	33	19	14
Kcnu1	6	0	6
Rnf135	1	0	1
Plagl1	24	3	21
Tmem35	128	86	42
Mettl7a1	5	5	0
Rnf138	71	2	69
Aldh16a1	5	3	2
Tmem33	70	60	10
Rnf139	9	3	6
Soat1	7	1	6
Fkbp7	10	4	6
Fkbp8	351	188	163
Micu2	33	19	14
Fkbp9	12	6	6
Micu3	35	0	35
Plagl2	8	0	8
Fkbp3	618	402	216
Eif3j2	71	67	4
Micu1	34	21	13
Fkbp4	535	427	108
Eif3j1	33	16	17
Rnf130	18	8	10
Fkbp5	20	3	17
Poc5	22	11	11
Frg1	90	45	45
Adrbk1	18	2	16
Tmem42	24	20	4
Rdh5	1	0	1
Fadd	7	7	0
Ubxn2b	55	18	37
Adrbk2	21	6	15
Sgk3	1	1	0
Ubxn2a	49	29	20
Sgk1	13	8	5
Kcnv1	3	3	0
Rnf169	10	0	10
Pdcl3	137	123	14
Klhl8	22	14	8
Klhl7	104	65	39
Rnf167	48	18	30
Tmem47	23	17	6
Rnf168	36	4	32
Klhl5	23	10	13
Tmem43	21	8	13
Tmem44	75	17	58
Klhl9	54	54	0
Rnf165	141	103	38
Rnf166	30	20	10
Map2k7	32	10	22
Map2k6	39	18	21
Map2k5	52	17	35
Fkbpl	17	16	1
Tmem53	3	2	1
Kcns2	1	0	1
Tmem51	1	1	0
Zc3h12c	5	0	5
Kcns1	1	0	1
Zc3h12b	2	1	1
Tfap4	18	8	10
Klhl4	1	0	1
Klhl3	3	0	3
Klhl2	6	1	5
Il22	1	0	1
Tmem59	242	209	33
Rnf157	29	5	24
Tmem56	4	0	4
Tmem57	170	77	93
Rnf150	7	0	7
Tacc2	133	87	46
Tacc1	14	5	9
Tacc3	82	48	34
Rnf152	16	0	16
Map2k4	14	1	13
Tjp1	8	2	6
Fam35a	1	0	1
Map2k3	10	5	5
Map2k2	282	216	66
Map2k1	17	13	4
Dlc1	1	0	1
Il1b	1	0	1
Hnrnph3	303	173	130
Sort1	34	1	33
Hnrnph2	118	80	38
Hnrnph1	420	142	278
Tmem64	6	0	6
Cks1brt	1	0	1
Tmem62	6	3	3
Dlat	57	27	30
Kcnt1	1	1	0
Tmem60	83	80	3
Tjp2	7	0	7
Ermp1	2	0	2
Aldh1a3	2	0	2
Pspc1	78	43	35
Rnf181	55	42	13
Bbof1	4	0	4
Rnf182	82	64	18
Rnf187	532	466	66
Brms1	49	35	14
Pde7a	48	4	44
Rnf185	22	6	16
Rdm1	49	37	12
Fam188b	8	2	6
Xk	1	0	1
Fam188a	48	18	30
Sec61a2	56	43	13
Sec61a1	56	25	31
