"p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"Trim21",7.71323570006108e-09,0.39226134347126,0.851,0.789,0.00021595517313031,"6","Trim2"
"Scrt2",8.01783196104266e-09,0.355414596161334,0.437,0.192,0.000224483259245272,"6","Scrt2"
"Kdm7a",1.07620134326252e-08,0.277155929854603,0.414,0.168,0.000301314852086642,"6","Kdm7a"
"Ccdc136",1.14268082672825e-08,0.296077911269444,0.368,0.15,0.000319927777867376,"6","Ccdc136"
"Rps2",1.18255215467737e-08,0.29496822828105,1,0.997,0.00033109095226657,"6","Rps2"
"Cited22",1.99149345591465e-08,0.499764476307098,0.793,0.538,0.000557578337786984,"6","Cited2"
"H2afv1",2.48396391652702e-08,0.251540011347127,1,0.909,0.000695460217349235,"6","H2afv"
"Hes61",2.77645103198686e-08,0.539195196137895,0.805,0.647,0.000777350759935682,"6","Hes6"
"Tgif2",3.21331894431799e-08,0.258626061299871,0.356,0.14,0.00089966503803015,"6","Tgif2"
"Epha31",4.15057461684342e-08,0.380869514727029,0.655,0.374,0.00116207788122382,"6","Epha3"
"Cdk61",4.15440782915172e-08,0.314627189173379,0.264,0.086,0.0011631511040059,"6","Cdk6"
"Ankrd6",4.25153438559119e-08,0.319849803611824,0.299,0.11,0.00119034459727782,"6","Ankrd6"
"Slc1a3",4.41060296976588e-08,0.395533563466892,0.575,0.305,0.00123488061947505,"6","Slc1a3"
"Rbfox31",4.41998099584485e-08,0.399619416631567,0.552,0.298,0.00123750627921664,"6","Rbfox3"
"Wdr89",4.51793334016898e-08,0.282032249351587,1,0.989,0.00126493097658051,"6","Wdr89"
"Ppp1r14b1",5.3725976333659e-08,0.38835897181,0.943,0.753,0.00150421988538979,"6","Ppp1r14b"
"Ypel3",5.50335224806059e-08,0.300202134271125,0.931,0.753,0.001540828562412,"6","Ypel3"
"Chp1",5.50789774491515e-08,0.273241252523364,0.425,0.193,0.00154210121062134,"6","Chp1"
"Zfand6",5.91419984934335e-08,0.33705070161251,0.805,0.567,0.00165585767381915,"6","Zfand6"
"Pantr12",7.5818463061852e-08,0.365458898822867,0.954,0.863,0.00212276532880573,"6","Pantr1"
"Lrpap11",7.92144372649282e-08,0.465228859345511,0.655,0.426,0.00221784581454346,"6","Lrpap1"
"Dnajc15",9.38797355874885e-08,0.367049368451131,0.621,0.368,0.0026284448369785,"6","Dnajc15"
"Rpl22l11",1.03721994017338e-07,0.293774630285278,0.989,0.867,0.00290400838849744,"6","Rpl22l1"
"Hadha",1.34946746234676e-07,0.277469435936836,0.552,0.297,0.00377823900107847,"6","Hadha"
"Sox41",1.4307709314629e-07,0.304142473326801,0.977,0.976,0.00400587245390982,"6","Sox4"
"Mfap21",1.53615644743182e-07,0.448456303893512,0.759,0.579,0.00430093082151962,"6","Mfap2"
"Kif21a1",1.89421821330492e-07,0.396265798696296,0.862,0.645,0.00530343215361111,"6","Kif21a"
"Rlbp1",2.92199509426126e-07,0.282534571191517,0.552,0.293,0.00818100186491268,"6","Rlbp1"
"Ddit4",3.69084408281406e-07,0.465918990587637,0.667,0.442,0.0103336252630628,"6","Ddit4"
"Gadd45gip1",3.74815287034428e-07,0.348672353188129,0.736,0.485,0.0104940784063899,"6","Gadd45gip1"
"Rpl3",3.83606709641807e-07,0.272241558131236,1,0.996,0.0107402206565513,"6","Rpl3"
"Gng51",4.52150077686045e-07,0.399721962904181,0.805,0.685,0.0126592978750539,"6","Gng5"
"St3gal5",5.027907384343e-07,0.310232204778737,0.391,0.19,0.0140771350946835,"6","St3gal5"
"Sox111",5.42261471450376e-07,0.348370506782556,0.977,0.986,0.0151822366776676,"6","Sox11"
"Baz2b",5.74375749708953e-07,0.31805504791385,0.609,0.358,0.0160813722403513,"6","Baz2b"
"Pdlim4",6.10967360311266e-07,0.305590987798837,0.483,0.243,0.0171058641539948,"6","Pdlim4"
"Eci2",7.1598142543233e-07,0.389912476222783,0.655,0.432,0.0200460479492544,"6","Eci2"
"Mrpl24",8.23556873944364e-07,0.319637034290253,0.724,0.505,0.0230579453566943,"6","Mrpl24"
"Tcf31",8.76804397359603e-07,0.310320845008162,0.655,0.407,0.0245487695172742,"6","Tcf3"
"Rmst",8.90327632420527e-07,0.303758180823995,0.253,0.09,0.0249273930525099,"6","Rmst"
"Myl12a1",9.6505551429815e-07,0.269720857527559,0.575,0.321,0.0270196242893196,"6","Myl12a"
"Phf21b",9.99519561824144e-07,0.264914031817082,0.425,0.207,0.0279845486919524,"6","Phf21b"
"Rplp1",1.16651723586879e-06,0.269994612822446,1,1,0.0326601495698543,"6","Rplp1"
"Pou3f21",1.2113450097767e-06,0.47688737958958,0.782,0.589,0.0339152375837281,"6","Pou3f2"
"Cmc1",1.32375165273738e-06,0.271389634817434,0.471,0.253,0.0370623987733412,"6","Cmc1"
"Scp2",1.38680118331648e-06,0.284708795360552,0.759,0.54,0.0388276595304949,"6","Scp2"
"Cd1d1",1.44989012034382e-06,0.264449333548484,0.483,0.242,0.0405940235893864,"6","Cd1d1"
"Mmd21",1.51193303740109e-06,0.263313017753128,0.575,0.339,0.0423311011811557,"6","Mmd2"
"Cd63",2.81175301799929e-06,0.463525244731975,0.54,0.33,0.0787234609979442,"6","Cd63"
"Gm8730",2.95497340001533e-06,0.330181952764749,1,0.911,0.0827333452536293,"6","Gm8730"
"Heg1",3.10630735084946e-06,0.250417645615318,0.253,0.1,0.0869703932090833,"6","Heg1"
"Dcaf8",4.22021574870055e-06,0.276726545995518,0.494,0.29,0.118157600532118,"6","Dcaf8"
"Nr2f11",4.78348034367701e-06,0.385982536728697,0.724,0.547,0.133927882662269,"6","Nr2f1"
"Tenm41",5.46580548358785e-06,0.30606576492089,0.552,0.347,0.153031621929493,"6","Tenm4"
"Cald1",5.50597772494203e-06,0.378772136334641,0.575,0.397,0.154156364342927,"6","Cald1"
"Rps27l1",7.74015200885774e-06,0.290737380346562,0.989,0.838,0.216708775943999,"6","Rps27l"
"Cxxc51",9.39077977365137e-06,0.250960061701105,0.425,0.229,0.262923052102691,"6","Cxxc5"
"Vim1",1.14835605971608e-05,0.580969764518536,0.644,0.433,0.321516729599307,"6","Vim"
"Idnk",1.43673103298891e-05,0.308831698170846,0.517,0.326,0.402255954616236,"6","Idnk"
"Jund",1.46454004299731e-05,0.359973045318559,0.782,0.607,0.410041921238386,"6","Jund"
"Trmt112",1.57189158244699e-05,0.297607323419615,0.839,0.661,0.440098205253507,"6","Trmt112"
"Rab8b",1.73032238556688e-05,0.318265584055892,0.425,0.236,0.484455661511014,"6","Rab8b"
"Hmgn51",1.94962629795113e-05,0.275219937045237,0.598,0.369,0.545856370900357,"6","Hmgn5"
"Cplx21",2.06011046901057e-05,0.342604955867785,0.529,0.35,0.576789729113579,"6","Cplx2"
"Pkm",2.15948020399692e-05,0.272238059751862,0.989,0.938,0.604611267515059,"6","Pkm"
"Gstm5",2.21808690913004e-05,0.330983550519595,0.667,0.492,0.621019972818229,"6","Gstm5"
"Mthfd2l",2.23271540004457e-05,0.292655737273595,0.552,0.351,0.625115657704478,"6","Mthfd2l"
"Urod",2.3638319681804e-05,0.302260129162291,0.425,0.246,0.661825674451149,"6","Urod"
"Fam114a2",2.62427994085194e-05,0.374180801682997,0.747,0.568,0.734745897839726,"6","Fam114a2"
"Rps18-ps3",2.74209024035044e-05,0.357425160843097,0.897,0.821,0.767730425493315,"6","Rps18-ps3"
"Ly6e",2.9556234334999e-05,0.26401581187221,0.471,0.276,0.827515448911301,"6","Ly6e"
"Ldhb1",3.14595403784351e-05,0.272327701410722,0.943,0.852,0.880804211515427,"6","Ldhb"
"Mxd4",3.22667439047393e-05,0.272754445405667,0.529,0.35,0.903404295844892,"6","Mxd4"
"Kif21b1",3.92609376967742e-05,0.353751020942352,0.598,0.426,1,"6","Kif21b"
"Mcl1",4.03164957139393e-05,0.250784703366137,0.46,0.268,1,"6","Mcl1"
"Rbpj",4.54760711483944e-05,0.262596865368793,0.471,0.287,1,"6","Rbpj"
"Nt5dc21",5.70433945035107e-05,0.361255567039295,0.448,0.264,1,"6","Nt5dc2"
"Cotl11",7.75194479102681e-05,0.288627294776033,0.874,0.706,1,"6","Cotl1"
"Ier21",8.02199488220806e-05,0.288275793959366,0.644,0.456,1,"6","Ier2"
"Mllt31",8.53213441061545e-05,0.274825294735155,0.747,0.591,1,"6","Mllt3"
"Tcf42",9.10768916481533e-05,0.250711293121257,0.954,0.916,1,"6","Tcf4"
"Tsc22d11",9.17621925692743e-05,0.259213501100849,0.943,0.89,1,"6","Tsc22d1"
"Coro1c",9.72180721248166e-05,0.32286790017116,0.655,0.484,1,"6","Coro1c"
"Enc12",0.000103003743531377,0.254127821332779,0.632,0.428,1,"6","Enc1"
"Nkain4",0.000118625775779973,0.260748644416721,0.345,0.183,1,"6","Nkain4"
"Aldoa",0.000122010586650448,0.28798609755018,0.77,0.609,1,"6","Aldoa"
"Miat",0.000139902998908094,0.288927076086734,0.793,0.66,1,"6","Miat"
"Itm2b2",0.000153934961415113,0.40066240785907,0.92,0.804,1,"6","Itm2b"
"Numbl",0.000196138923423767,0.256321469169772,0.333,0.191,1,"6","Numbl"
"Flrt11",0.000244601907759398,0.252586291117889,0.287,0.151,1,"6","Flrt1"
"Pabpc1",0.000281980521164478,0.27660295425187,0.885,0.788,1,"6","Pabpc1"
"Tmem176b1",0.00029721420792586,0.278411330875361,0.368,0.204,1,"6","Tmem176b"
"Dph3",0.000339095086642151,0.257728239404916,0.609,0.439,1,"6","Dph3"
"Tmed4",0.00035006121838363,0.263724737302912,0.506,0.343,1,"6","Tmed4"
"Bcl7a1",0.000383789680989962,0.263092071118849,0.724,0.619,1,"6","Bcl7a"
"Sncaip",0.000409184178453476,0.260068282801078,0.345,0.209,1,"6","Sncaip"
"Bri3",0.00052042993784659,0.257837790703348,0.828,0.73,1,"6","Bri3"
"Pdcd4",0.0010790073831111,0.257734209223441,0.46,0.323,1,"6","Pdcd4"
"Ctsd",0.00148164040458956,0.781989975735801,0.471,0.324,1,"6","Ctsd"
"Nfkbia",0.00633188961284336,0.27578587516794,0.391,0.287,1,"6","Nfkbia"
"Lima11",0.00887950546928385,0.27363962784326,0.356,0.252,1,"6","Lima1"
"Satb21",1.88104390872588e-41,0.836390557273361,0.8,0.19,5.26654673565073e-37,"7","Satb2"
"Dab11",1.79344139552406e-38,0.941409832133048,0.941,0.333,5.02127721918825e-34,"7","Dab1"
"Ttc282",2.33376822054136e-34,1.02181986601167,0.988,0.635,6.53408426387171e-30,"7","Ttc28"
"Gpm6a1",3.27285389300413e-32,0.92354793422347,1,0.743,9.16333632963296e-28,"7","Gpm6a"
"Hs6st21",1.73462625014167e-30,0.842244415879069,0.682,0.192,4.85660657514665e-26,"7","Hs6st2"
"Cntn23",3.16968751486425e-30,0.888220801342407,0.918,0.4,8.87449110411693e-26,"7","Cntn2"
"Tmsb4x2",4.273662274053e-30,0.619284342504479,1,1,1.19653996348936e-25,"7","Tmsb4x"
"Neurod23",2.51723026209058e-28,0.881243115923824,1,0.541,7.04774128780119e-24,"7","Neurod2"
"Zbtb183",1.69556208901388e-26,0.734130745759548,0.988,0.533,4.74723473682106e-22,"7","Zbtb18"
"Jakmip11",5.30472800161727e-26,0.701128208905423,0.741,0.262,1.4852177458928e-21,"7","Jakmip1"
"Pou3f22",4.13986249685348e-25,0.88158513590537,0.965,0.574,1.15907870186904e-20,"7","Pou3f2"
"Gria22",8.06442959892779e-25,0.781458550328715,0.988,0.72,2.2578789991078e-20,"7","Gria2"
"Tsc22d12",1.17081037953179e-24,0.698682325231463,0.988,0.886,3.27803490061311e-20,"7","Tsc22d1"
"Bcl11a",3.19145212168052e-23,0.75840859470321,0.965,0.743,8.93542765028113e-19,"7","Bcl11a"
"Limch11",2.31909191086985e-22,0.657990573218422,0.859,0.372,6.49299353205339e-18,"7","Limch1"
"Pou3f31",1.27008924716582e-21,0.645364683056802,0.929,0.567,3.55599587421486e-17,"7","Pou3f3"
"Frmd4a2",1.33078697596977e-21,0.730276285981613,0.894,0.51,3.72593737532015e-17,"7","Frmd4a"
"Ube2ql11",3.61865094609362e-21,0.640892679650769,0.682,0.257,1.01314989188729e-16,"7","Ube2ql1"
"Robo21",1.18564392495665e-20,0.731499464938656,0.835,0.375,3.31956586109362e-16,"7","Robo2"
"Bhlhe223",5.00846026504616e-20,0.671074663610512,0.8,0.342,1.40226870500762e-15,"7","Bhlhe22"
"Neurod63",7.88927098961326e-20,0.718087391644686,1,0.568,2.20883809167192e-15,"7","Neurod6"
"Myt1l2",4.81836305303188e-18,0.608586562306382,0.941,0.54,1.34904528758787e-13,"7","Myt1l"
"Ptprz11",1.0130576493117e-17,0.609524323379152,0.835,0.439,2.8363588065429e-13,"7","Ptprz1"
"Nos1",1.1527153074285e-17,0.31485901887214,0.353,0.072,3.22737231773832e-13,"7","Nos1"
"Clmp2",1.42350237521708e-17,0.572138039982826,0.906,0.464,3.98552195013278e-13,"7","Clmp"
"Nrp12",2.99753106425095e-17,0.632140764596195,0.871,0.425,8.3924874736898e-13,"7","Nrp1"
"Celf23",4.11555069411801e-17,0.474297516940233,1,0.928,1.15227188333916e-12,"7","Celf2"
"Ptn1",6.68041117728448e-17,0.835959975522472,0.953,0.625,1.87038152141611e-12,"7","Ptn"
"Itpr11",8.75719279110473e-17,0.470390322608748,0.506,0.159,2.4518388376535e-12,"7","Itpr1"
"Gpr851",1.70972021651081e-16,0.570255023648043,0.776,0.368,4.78687466218696e-12,"7","Gpr85"
"Pantr13",5.53814811504349e-16,0.547534099874308,0.976,0.861,1.55057070924988e-11,"7","Pantr1"
"Bzw21",7.94615485830058e-16,0.474575903238721,1,0.888,2.224764437227e-11,"7","Bzw2"
"Cttnbp21",8.12564778318595e-16,0.560939882520901,0.882,0.51,2.2750188663364e-11,"7","Cttnbp2"
"Dscam",9.35228289857695e-16,0.32242240187139,0.341,0.078,2.61845216594357e-11,"7","Dscam"
"Clstn21",3.7879468494263e-15,0.425872987558856,0.482,0.155,1.06054935890237e-10,"7","Clstn2"
"Cd24a1",5.2139319161659e-15,0.408185881656132,1,0.976,1.45979665788813e-10,"7","Cd24a"
"Ntm2",5.5604285767323e-15,0.532303934848993,0.8,0.372,1.55680879291351e-10,"7","Ntm"
"Gabra21",9.22305595830866e-15,0.476652703975745,0.718,0.293,2.58227120720726e-10,"7","Gabra2"
"Nkain31",1.67656623846839e-14,0.447868242153388,0.612,0.239,4.69405015446381e-10,"7","Nkain3"
"Id23",4.12242835192316e-14,0.551127859751946,0.953,0.627,1.15419748997145e-09,"7","Id2"
"Zfp4622",4.45362060087105e-14,0.518108825047829,0.8,0.473,1.24692469583188e-09,"7","Zfp462"
"Mpped12",6.90830527479884e-14,0.511464511047647,0.859,0.519,1.93418731083818e-09,"7","Mpped1"
"Fam49a2",1.00371265053079e-13,0.466228418124018,0.706,0.337,2.81019467895611e-09,"7","Fam49a"
"Dok51",1.2245498365817e-13,0.542401977980996,0.682,0.31,3.42849463246145e-09,"7","Dok5"
"Fam19a2",1.41310643099543e-13,0.374590646048149,0.341,0.088,3.95641538550099e-09,"7","Fam19a2"
"Gm161521",2.68757386791249e-13,0.356676655152791,0.459,0.153,7.52466931538139e-09,"7","Gm16152"
"Nav21",3.03798562318295e-13,0.44295971640182,0.647,0.289,8.50575214778763e-09,"7","Nav2"
"Basp12",4.40161497532378e-13,0.383045847834727,1,0.928,1.23236416079115e-08,"7","Basp1"
"Tnik2",7.77158479354275e-13,0.490627249124143,0.788,0.442,2.1758883104961e-08,"7","Tnik"
"Dok6",8.97229860689139e-13,0.256499800429873,0.259,0.056,2.51206416395745e-08,"7","Dok6"
"Abracl1",2.19742373945634e-12,0.346166292410284,0.953,0.731,6.15234698572985e-08,"7","Abracl"
"Syt42",2.29360740835249e-12,0.484773294411834,0.753,0.392,6.42164202190531e-08,"7","Syt4"
"Plxna42",3.57596068615047e-12,0.457622400129255,0.635,0.301,1.00119747290841e-07,"7","Plxna4"
"Rspo31",3.94837031351534e-12,0.378459753449631,0.459,0.162,1.10546472037803e-07,"7","Rspo3"
"Cux11",3.96055120777185e-12,0.500900380133605,0.8,0.514,1.10887512715196e-07,"7","Cux1"
"Ppfia21",4.31868652099852e-12,0.432518607396744,0.588,0.259,1.20914585214917e-07,"7","Ppfia2"
"Flrt3",5.40053877908835e-12,0.576801660803648,0.565,0.25,1.51204284736916e-07,"7","Flrt3"
"Ppp2r2b3",7.51539563667939e-12,0.514880231656869,0.859,0.534,2.1041604703575e-07,"7","Ppp2r2b"
"Igfbpl12",8.50934990986214e-12,0.380164059465558,1,0.929,2.3824477877632e-07,"7","Igfbpl1"
"Epb41l3",1.18087285143196e-11,0.358782886485359,0.506,0.201,3.30620780943919e-07,"7","Epb41l3"
"Foxg11",1.36114297346758e-11,0.390461721335894,0.976,0.743,3.81092809711454e-07,"7","Foxg1"
"Frmd4b1",1.42903697121785e-11,0.426145079491771,0.694,0.363,4.00101771201573e-07,"7","Frmd4b"
"Macrod21",1.55711382933924e-11,0.438256409261833,0.788,0.443,4.359607299384e-07,"7","Macrod2"
"Nfix4",3.05524333037159e-11,0.47095569131413,0.976,0.725,8.55407027637437e-07,"7","Nfix"
"Igsf31",3.62534754893544e-11,0.422957805962445,0.753,0.442,1.01502480675094e-06,"7","Igsf3"
"Tiam22",4.92604616148933e-11,0.262423885430468,0.553,0.226,1.37919440429378e-06,"7","Tiam2"
"Shtn12",7.0559072478056e-11,0.439930940617492,0.859,0.524,1.97551291124061e-06,"7","Shtn1"
"Tspan131",7.64078124101508e-11,0.45398155828886,0.906,0.703,2.1392659318594e-06,"7","Tspan13"
"Sox112",8.17741448750716e-11,0.358314519437139,1,0.985,2.28951250821226e-06,"7","Sox11"
"Fbxw7",8.72050471222376e-11,0.361339287129548,0.541,0.239,2.44156690932841e-06,"7","Fbxw7"
"Jph43",2.06125511666151e-10,0.400001914334577,0.753,0.408,5.77110207562891e-06,"7","Jph4"
"Mllt32",2.2391947707709e-10,0.408109714823593,0.871,0.581,6.26929751920437e-06,"7","Mllt3"
"Tenm31",1.53539614431364e-09,0.368880273199698,0.412,0.16,4.29880212484932e-05,"7","Tenm3"
"Tcf43",1.65564117820675e-09,0.337181950642569,1,0.912,4.63546417074325e-05,"7","Tcf4"
"Cacna2d11",1.81505991323157e-09,0.347139108348773,0.506,0.227,5.08180474506576e-05,"7","Cacna2d1"
"Alcam",4.01993683984076e-09,0.404552064351351,0.341,0.122,0.000112550191641862,"7","Alcam"
"Trim671",4.68774585209685e-09,0.320201365730558,0.435,0.183,0.000131247508367008,"7","Trim67"
"Rbfox12",6.74103833541637e-09,0.333589588921145,0.753,0.399,0.000188735591314987,"7","Rbfox1"
"Nuak12",7.40722171587017e-09,0.408381485498736,0.565,0.289,0.000207387393600933,"7","Nuak1"
"Cnr11",8.601627628637e-09,0.389069273756613,0.588,0.3,0.000240828370346579,"7","Cnr1"
"Kalrn",1.88637400392425e-08,0.264266748174199,0.529,0.239,0.000528146993618711,"7","Kalrn"
"Fam124a",2.45567830243639e-08,0.302050366162945,0.365,0.145,0.000687540811116142,"7","Fam124a"
"Serp22",2.46239780777863e-08,0.340727313577878,0.882,0.552,0.00068942213822186,"7","Serp2"
"Fdft12",4.04315890586997e-08,0.331307586062549,0.847,0.584,0.00113200363046547,"7","Fdft1"
"Rabgap1l2",5.52876760300934e-08,0.323097327765476,0.482,0.229,0.00154794435349055,"7","Rabgap1l"
"Camk2n2",6.03214502822743e-08,0.314012276758293,0.506,0.252,0.00168887996500312,"7","Camk2n2"
"Prkar2b",6.83493442577948e-08,0.293418733311304,0.576,0.298,0.00191364494052974,"7","Prkar2b"
"Lhx22",1.12896480139608e-07,0.33748267507482,0.776,0.449,0.00316087565094876,"7","Lhx2"
"Mdga11",1.22477739459132e-07,0.35932748842664,0.518,0.265,0.00342913174937678,"7","Mdga1"
"Tagln31",2.6244232913635e-07,0.297410996349938,0.941,0.868,0.00734786033115952,"7","Tagln3"
"Rae1",3.49445278269414e-07,0.335637766397302,0.706,0.471,0.00978376890098705,"7","Rae1"
"Sh2b2",3.67183029520031e-07,0.252619523728289,0.482,0.228,0.0102803904605018,"7","Sh2b2"
"Sobp1",4.85950724159459e-07,0.33217069305082,0.659,0.391,0.0136056483750165,"7","Sobp"
"Pou3f12",6.08940171686806e-07,0.29363290456513,0.694,0.403,0.0170491069268872,"7","Pou3f1"
"Gsto11",6.80134507578458e-07,0.295137899487609,0.694,0.435,0.0190424059431817,"7","Gsto1"
"Arpc5",7.73203875326627e-07,0.267534795742563,0.965,0.792,0.0216481621013949,"7","Arpc5"
"Adgrl21",8.09298545352764e-07,0.294091787690783,0.494,0.246,0.0226587406727867,"7","Adgrl2"
"Ncam12",9.68446202363549e-07,0.271682844849749,0.976,0.806,0.0271145567737746,"7","Ncam1"
"Epha32",1.1718732857904e-06,0.317423729506155,0.635,0.376,0.0328101082555597,"7","Epha3"
"Gm177501",1.61037623689422e-06,0.304276558809837,0.882,0.726,0.0450873138805642,"7","Gm17750"
"Sept31",1.6940187227109e-06,0.275639997613019,0.988,0.882,0.0474291361984597,"7","Sept3"
"Robo1",2.27724625894626e-06,0.262778659444226,0.376,0.172,0.0637583407579774,"7","Robo1"
"Kcnn2",2.29528005664499e-06,0.382951304885612,0.376,0.177,0.0642632510259466,"7","Kcnn2"
"Asap1",2.81802131810356e-06,0.251262636524797,0.565,0.313,0.0788989608642635,"7","Asap1"
"Nfasc1",3.72552294630066e-06,0.268005797862507,0.459,0.24,0.104307191450526,"7","Nfasc"
"Avl9",4.38767504610307e-06,0.286844331404686,0.659,0.447,0.122846125940794,"7","Avl9"
"Bcl7a2",5.25118040899181e-06,0.39519107343108,0.788,0.614,0.147022549090953,"7","Bcl7a"
"Ptprk1",5.61060757790228e-06,0.259774398262454,0.329,0.146,0.157085790966108,"7","Ptprk"
"1700025G04Rik1",6.79618615898724e-06,0.312618491379987,0.694,0.443,0.190279620079325,"7","1700025G04Rik"
"Ankrd12",9.13220171596681e-06,0.25866626854634,0.894,0.692,0.255683383643639,"7","Ankrd12"
"Mn11",1.14418271995111e-05,0.305967493922123,0.576,0.338,0.320348277931911,"7","Mn1"
"Kif5c2",1.27054631076177e-05,0.263500459881475,0.894,0.776,0.355727556087079,"7","Kif5c"
"Trim22",1.38167829046067e-05,0.26329682532832,0.894,0.786,0.386842287763179,"7","Trim2"
"Eif1b1",1.53831321657941e-05,0.399428740724394,0.941,0.908,0.430696934377904,"7","Eif1b"
"Nedd4l1",1.70921369507923e-05,0.329569461430293,0.635,0.449,0.478545650348284,"7","Nedd4l"
"Afap1",2.01316444931537e-05,0.323583538268443,0.588,0.367,0.563645782519318,"7","Afap1"
"Stmn43",2.10240808453621e-05,0.27511433054033,0.965,0.808,0.588632215508448,"7","Stmn4"
"Kdm2b",3.15762900348504e-05,0.314135050659282,0.788,0.589,0.884072968395741,"7","Kdm2b"
"Fyn",3.33206646290252e-05,0.269363273210629,0.671,0.506,0.932911968283447,"7","Fyn"
"Ssbp31",5.29983680557623e-05,0.278871951164329,0.729,0.551,1,"7","Ssbp3"
"Tbl1xr1",5.39878650995258e-05,0.284467028722306,0.376,0.205,1,"7","Tbl1xr1"
"Mycl1",6.26705421068864e-05,0.259004262608625,0.576,0.375,1,"7","Mycl"
"Ralgds",8.44100700495079e-05,0.268699083749018,0.447,0.27,1,"7","Ralgds"
"Pcdh91",0.000118423434423015,0.30265445637409,0.518,0.318,1,"7","Pcdh9"
"Zfp622",0.00016474631332378,0.284560723202455,0.529,0.357,1,"7","Zfp622"
"Itpk11",0.000234955366330857,0.275600721696151,0.518,0.348,1,"7","Itpk1"
"Mir124-2hg",0.000254042017849184,0.272649109490569,0.588,0.403,1,"7","Mir124-2hg"
"Idh1",0.000287534972762915,0.251605808024591,0.776,0.616,1,"7","Idh1"
"Grina",0.000680003509675596,0.283338323649456,0.635,0.486,1,"7","Grina"
"Atp1a2",7.47986954928134e-140,1.4949000469795,0.843,0.026,2.09421387640779e-135,"8","Atp1a2"
"Ccdc80",8.95764735248749e-134,0.925024226546989,0.757,0.018,2.50796210574945e-129,"8","Ccdc80"
"Sparc",6.14830834284181e-132,1.68567640165044,0.871,0.036,1.72140336982885e-127,"8","Sparc"
"Veph1",1.85037647620382e-120,0.825658480232033,0.657,0.013,5.18068405807547e-116,"8","Veph1"
"Rgcc",3.57928473271217e-109,1.2448708414739,0.771,0.036,1.00212813946475e-104,"8","Rgcc"
"Scrg1",3.93213484994315e-107,1.0821360385039,0.771,0.036,1.10091911528708e-102,"8","Scrg1"
"Vcam1",5.0021521253015e-106,0.743430589464031,0.657,0.02,1.40050255204191e-101,"8","Vcam1"
"Tnc",1.35120267205521e-105,0.819583694679501,0.643,0.019,3.78309724122016e-101,"8","Tnc"
"Mlc1",2.14623678591593e-105,1.0437211139681,0.729,0.03,6.00903375320741e-101,"8","Mlc1"
"Pdpn",5.82920765322707e-105,0.84652705701998,0.7,0.028,1.63206155875051e-100,"8","Pdpn"
"1500015O10Rik",2.50215957418406e-102,1.28289864792062,0.671,0.026,7.00554637580053e-98,"8","1500015O10Rik"
"Aldoc",9.44406771502821e-102,2.20201989370837,0.943,0.088,2.6441500788536e-97,"8","Aldoc"
"Zfp36l1",4.07626380824726e-98,0.959918401238502,0.814,0.052,1.14127234103307e-93,"8","Zfp36l1"
"Hes1",1.03353706334634e-92,0.902157908246349,0.7,0.035,2.89369706995709e-88,"8","Hes1"
"Plce1",4.53925207424944e-92,0.488959604026514,0.543,0.013,1.27089979574836e-87,"8","Plce1"
"Mfge8",1.71586885838795e-90,1.88218661803071,0.929,0.103,4.80408962971458e-86,"8","Mfge8"
"Slc9a3r1",1.52118796568576e-87,1.1326963900724,0.771,0.057,4.25902206632698e-83,"8","Slc9a3r1"
"Wwtr1",9.23758204638923e-86,0.579085316697832,0.543,0.017,2.58633822134806e-81,"8","Wwtr1"
"Htra1",1.93027619506875e-84,0.65399195002866,0.543,0.018,5.40438729095348e-80,"8","Htra1"
"Gpx8",2.17620321276317e-84,0.703366585451069,0.7,0.042,6.09293375509433e-80,"8","Gpx8"
"Pon2",4.18466899789185e-84,0.762962881469861,0.686,0.04,1.17162362602976e-79,"8","Pon2"
"Ttyh1",7.38369745535425e-83,1.16786866472545,0.857,0.088,2.06728761355008e-78,"8","Ttyh1"
"Slc14a2",1.65941203609862e-82,0.520092786614273,0.443,0.008,4.64602181866892e-78,"8","Slc14a2"
"Eepd1",3.50934965088546e-81,0.430086941708479,0.486,0.012,9.82547715254911e-77,"8","Eepd1"
"Trip6",8.04815877377541e-81,0.475794695055997,0.529,0.018,2.25332349348164e-76,"8","Trip6"
"Phgdh1",1.36351891306982e-80,2.09524256272255,0.943,0.137,3.81758025281289e-76,"8","Phgdh"
"Slco1c1",2.26124548920312e-79,0.779369875687288,0.543,0.022,6.3310351206709e-75,"8","Slco1c1"
"Mt1",1.42617804136461e-76,1.87804026470635,0.971,0.151,3.99301328021264e-72,"8","Mt1"
"Anxa2",3.16496877077557e-75,0.688494675847516,0.457,0.012,8.86127956441745e-71,"8","Anxa2"
"Creb5",1.04013742756932e-74,1.01585544822243,0.729,0.063,2.91217676970858e-70,"8","Creb5"
"Serpinh1",1.68332888471323e-74,1.17152097886632,0.943,0.129,4.71298421142011e-70,"8","Serpinh1"
"Acsbg1",1.35461755408922e-73,0.642572585196931,0.471,0.015,3.79265822793899e-69,"8","Acsbg1"
"Tns3",1.51373349177217e-73,0.522567334868342,0.586,0.031,4.23815103026373e-69,"8","Tns3"
"Ednrb",2.81716090620797e-71,0.63537073716803,0.529,0.025,7.88748710520107e-67,"8","Ednrb"
"Myl9",4.59819961822705e-71,0.700690114388367,0.514,0.023,1.28740392911121e-66,"8","Myl9"
