"p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"Cdh13",9.68897096293803e-11,0.59677999145352,0.383,0.165,2.71271809020339e-06,"3","Cdh13"
"Arl8a",1.03390171271514e-10,0.301313700543836,0.828,0.526,2.89471801525984e-06,"3","Arl8a"
"Ppp2r2b1",1.15292689821861e-10,0.32758085966759,0.867,0.519,3.22796472963247e-06,"3","Ppp2r2b"
"Neurod11",1.37464606680002e-10,0.640242623514535,0.477,0.236,3.84873405782671e-06,"3","Neurod1"
"Ywhag",1.49388444086811e-10,0.332727235671556,0.898,0.703,4.18257765754254e-06,"3","Ywhag"
"Reep5",1.57900898734819e-10,0.30711651325482,0.836,0.542,4.42090936277746e-06,"3","Reep5"
"Bbip1",1.73016986855795e-10,0.305376431356641,0.828,0.593,4.84412959798855e-06,"3","Bbip1"
"Hcfc1r11",2.15712121026796e-10,0.313161917564876,0.906,0.7,6.03950796450823e-06,"3","Hcfc1r1"
"Ptprd1",2.15830689554154e-10,0.621073157381754,0.758,0.464,6.04282764613721e-06,"3","Ptprd"
"Mpv17l2",2.20889171874861e-10,0.255550484653895,0.43,0.186,6.18445503415235e-06,"3","Mpv17l2"
"Sh3bgrl31",2.39081294478989e-10,0.297630392214592,0.922,0.738,6.69379808282272e-06,"3","Sh3bgrl3"
"Svbp1",2.85527153520707e-10,0.293230279039073,0.953,0.761,7.99418924427275e-06,"3","Svbp"
"Kif26a",2.88969120026211e-10,0.255256377308211,0.281,0.091,8.09055742249386e-06,"3","Kif26a"
"Ndn",3.19703881077065e-10,0.348649641806158,0.938,0.762,8.95106926239566e-06,"3","Ndn"
"Cdc42",4.03238931461667e-10,0.270036009042287,0.969,0.906,1.12898836030638e-05,"3","Cdc42"
"Nyap1",5.67675331693992e-10,0.290191086685713,0.578,0.296,1.58937739367684e-05,"3","Nyap1"
"Wasf1",7.08637940212628e-10,0.286226030578657,0.664,0.35,1.98404450500732e-05,"3","Wasf1"
"Aplp11",7.62212225643633e-10,0.2995489973095,0.961,0.769,2.13404178935704e-05,"3","Aplp1"
"Pacs2",8.62101351799181e-10,0.253296868720314,0.656,0.351,2.41371136476735e-05,"3","Pacs2"
"Gnao1",1.10031713515149e-09,0.266213075670672,0.82,0.519,3.08066791499714e-05,"3","Gnao1"
"Nuak11",1.21966911516229e-09,0.267486994612421,0.555,0.278,3.41482958863137e-05,"3","Nuak1"
"Sqle",1.71272564609788e-09,0.299559160722836,0.719,0.422,4.79528926394484e-05,"3","Sqle"
"Rtn4",1.95970097649136e-09,0.27516952369149,0.977,0.858,5.48677079398052e-05,"3","Rtn4"
"Ctxn12",2.09045450421042e-09,0.254226601741339,0.969,0.758,5.85285452088833e-05,"3","Ctxn1"
"Capns1",2.18377732349941e-09,0.291569067524817,0.766,0.479,6.11413975033364e-05,"3","Capns1"
"Flrt1",2.40764660817959e-09,0.255286524648671,0.352,0.137,6.7409289735812e-05,"3","Flrt1"
"Khdrbs21",5.60310747486444e-09,0.295171287474156,0.641,0.353,0.000156875803081255,"3","Khdrbs2"
"Lmo42",6.23777592663997e-09,0.363458483559215,0.852,0.641,0.000174645250394066,"3","Lmo4"
"Klc1",6.91038911001068e-09,0.268543271076409,0.875,0.668,0.000193477074302079,"3","Klc1"
"Eif4a21",7.43035898117642e-09,0.250389624600226,0.961,0.872,0.000208035190754977,"3","Eif4a2"
"Kifap3",7.61454932657319e-09,0.256077620821802,0.938,0.718,0.000213192152045396,"3","Kifap3"
"Ctnnbip1",9.3081270485056e-09,0.283411881236013,0.922,0.683,0.00026060894110406,"3","Ctnnbip1"
"Bmyc",9.3677968990333e-09,0.253552905648124,0.773,0.471,0.000262279577579134,"3","Bmyc"
"Adgrl1",1.38177574870422e-08,0.275427615135166,0.789,0.482,0.000386869574122208,"3","Adgrl1"
"Apba2",1.86636038703102e-08,0.267046711118976,0.828,0.597,0.000522543581160944,"3","Apba2"
"Zeb2",2.38832997820166e-08,0.274725231080006,0.875,0.718,0.000668684627296901,"3","Zeb2"
"Gdap1",3.05879222377883e-08,0.281204116093676,0.742,0.429,0.000856400646813597,"3","Gdap1"
"Cntn22",3.6120359632844e-08,0.325877071109911,0.695,0.406,0.00101129782900037,"3","Cntn2"
"Bex11",3.70442525929492e-08,0.289764289303997,0.891,0.711,0.00103716498409739,"3","Bex1"
"Id22",5.58185696941185e-08,0.475155668929228,0.852,0.626,0.00156280831429593,"3","Id2"
"Gde1",9.36117507484136e-08,0.282075552399861,0.734,0.482,0.00262094179745408,"3","Gde1"
"Rabgap1l1",1.31525858286844e-07,0.254090445035796,0.445,0.223,0.00368246098031505,"3","Rabgap1l"
"Hmgcs11",3.99386042641422e-07,0.271149583653507,0.766,0.533,0.0111820104218745,"3","Hmgcs1"
"Fdft11",4.2254940992854e-07,0.292546314754302,0.82,0.576,0.0118305383791793,"3","Fdft1"
"Tle4",4.61988121632871e-07,0.40619242187182,0.266,0.11,0.0129347434294771,"3","Tle4"
"Kif5c1",5.31022243886734e-07,0.284613321255354,0.906,0.769,0.0148675607843408,"3","Kif5c"
"Ifitm2",1.28664640460323e-06,0.276464393250849,0.359,0.178,0.0360235260360812,"3","Ifitm2"
"Ssbp21",3.72639123557549e-06,0.489761903840651,0.797,0.647,0.104331501813643,"3","Ssbp2"
"Ntm1",5.94596753788987e-06,0.314988837381619,0.609,0.378,0.166475199125841,"3","Ntm"
"Sla1",7.04382930412471e-06,0.280088156100029,0.258,0.118,0.197213132856884,"3","Sla"
"Atp1b1",1.48183529966658e-05,0.271452546648976,0.461,0.262,0.414884247200648,"3","Atp1b1"
"Zbtb20",0.00011557148611387,0.90958721263492,0.688,0.707,1,"3","Zbtb20"
"Tmem1081",0.000515915585060688,0.326787405644861,0.633,0.444,1,"3","Tmem108"
"Epha41",0.00676242449369156,0.361061582612161,0.664,0.612,1,"3","Epha4"
"2810417H13Rik",9.66246007240189e-137,2.31901484137169,0.983,0.103,2.70529557107108e-132,"4","2810417H13Rik"
"Pbk",1.45761245782077e-124,1.46883811673303,0.866,0.065,4.08102335940659e-120,"4","Pbk"
"Birc5",7.18125305219739e-105,1.45795687900302,0.815,0.083,2.01060722955423e-100,"4","Birc5"
"Rrm2",6.7776116800308e-104,1.48070097798476,0.899,0.124,1.89759571817502e-99,"4","Rrm2"
"Cdca8",4.99452838365056e-103,1.41874453128084,0.899,0.12,1.39836805685448e-98,"4","Cdca8"
"Ccna2",6.33020588033286e-102,1.01613002500717,0.714,0.048,1.7723310423756e-97,"4","Ccna2"
"Nusap1",8.29131390811772e-101,1.08202451825922,0.681,0.043,2.3214020679948e-96,"4","Nusap1"
"Spc24",1.42200867739848e-99,1.26076431480286,0.849,0.1,3.98133989498027e-95,"4","Spc24"
"Spc25",2.87519326513414e-99,1.36391761494533,0.731,0.062,8.04996610372257e-95,"4","Spc25"
"Top2a",1.26188429102806e-98,1.76407439431617,0.815,0.094,3.53302363802038e-94,"4","Top2a"
"Cdk1",9.20223238582153e-98,1.1716702877259,0.773,0.072,2.57644102338231e-93,"4","Cdk1"
"Fbxo5",3.24862491801035e-95,0.891923295144889,0.664,0.045,9.09550004544537e-91,"4","Fbxo5"
"Kif22",1.99267909345566e-93,0.997474700214569,0.672,0.05,5.57910292585714e-89,"4","Kif22"
"Tpx2",1.02514197734497e-91,1.20370822095899,0.731,0.069,2.87019250817045e-87,"4","Tpx2"
"Ckap2l",6.16315061838116e-90,0.831741434117134,0.597,0.035,1.72555891013436e-85,"4","Ckap2l"
"Hmmr",1.16897000945694e-89,0.800728110715394,0.521,0.019,3.27288223247754e-85,"4","Hmmr"
"Hist1h1b",1.31268720602836e-89,1.1028515243894,0.723,0.071,3.6752616394382e-85,"4","Hist1h1b"
"Prc1",2.66460405649168e-89,1.17116704655165,0.689,0.059,7.4603584373654e-85,"4","Prc1"
"Clspn",3.18516499758375e-87,0.782998303410737,0.58,0.034,8.91782496023498e-83,"4","Clspn"
"Gmnn",1.3691231737264e-84,0.868294864366965,0.765,0.089,3.83327106179917e-80,"4","Gmnn"
"Esco2",4.4249113768614e-83,0.744387796614371,0.546,0.03,1.23888668729366e-78,"4","Esco2"
"Cenpk",7.62276091082691e-83,0.615476954350612,0.622,0.047,2.13422059981332e-78,"4","Cenpk"
"Cenpe",1.12325736441534e-81,0.966773045154109,0.58,0.039,3.14489596889007e-77,"4","Cenpe"
"Cdca2",1.27206580891288e-81,0.6490121207254,0.496,0.021,3.56152985179429e-77,"4","Cdca2"
"Casc5",7.63890409532271e-81,0.595410623021945,0.513,0.024,2.13874036860845e-76,"4","Casc5"
"Cenph",5.79473312362129e-79,0.643675323963516,0.647,0.06,1.62240937995149e-74,"4","Cenph"
"Aurkb",4.56515469842756e-78,0.607219488878429,0.496,0.024,1.27815201246575e-73,"4","Aurkb"
"Mis18bp1",2.08959176546592e-77,0.829180181355301,0.555,0.038,5.85043902495148e-73,"4","Mis18bp1"
"Smc4",9.58383079710518e-77,1.54914525066737,0.933,0.236,2.68328094657351e-72,"4","Smc4"
"Cenpf",1.02426254216993e-75,1.55720064548045,0.723,0.098,2.86773026556736e-71,"4","Cenpf"
"Rad51ap1",1.2084180879849e-75,0.570242529324336,0.521,0.031,3.38332896274011e-71,"4","Rad51ap1"
"Cdca3",1.71397918263e-75,1.139443397442,0.655,0.07,4.79879891552749e-71,"4","Cdca3"
"Tk1",1.02246080040655e-74,0.7936275458326,0.571,0.045,2.86268574897827e-70,"4","Tk1"
"Smc2",2.20325755650039e-73,1.3134516223365,0.891,0.213,6.1686805066898e-69,"4","Smc2"
"Pmf1",4.15999546925469e-73,0.874037713095366,0.748,0.11,1.16471553148193e-68,"4","Pmf1"
"Kif15",7.65754088068074e-73,0.427656038602901,0.429,0.015,2.14395829577299e-68,"4","Kif15"
"Hmgb2",8.00890883263119e-73,2.14577789699744,1,0.462,2.24233429496008e-68,"4","Hmgb2"
"Sgol1",1.53668073981084e-72,0.732779530070308,0.521,0.036,4.30239873532239e-68,"4","Sgol1"
"Mns1",1.95581969216249e-72,0.628762724800459,0.571,0.046,5.47590397411655e-68,"4","Mns1"
"Uhrf1",2.96902923005048e-72,0.794025001210256,0.571,0.05,8.31268803829533e-68,"4","Uhrf1"
"Tacc3",2.59114052587982e-71,0.825324746259868,0.622,0.062,7.25467524435831e-67,"4","Tacc3"
"Foxm1",2.99958131535124e-71,0.446547329266634,0.387,0.01,8.39822776672041e-67,"4","Foxm1"
"Kif11",1.48023050530766e-70,0.611222760062259,0.471,0.026,4.14434936876038e-66,"4","Kif11"
"Aurka",1.63108357529703e-69,0.747263832416418,0.529,0.041,4.56670779411661e-65,"4","Aurka"
"Knstrn",6.52104318143875e-69,0.891729402654976,0.63,0.07,1.82576166993922e-64,"4","Knstrn"
"Mki67",3.60820521191825e-68,1.02955289882946,0.664,0.088,1.01022529523287e-63,"4","Mki67"
"Cdkn2c",4.44441513002608e-68,0.572433072786474,0.58,0.054,1.2443473481047e-63,"4","Cdkn2c"
"Cenpm",7.56090910504312e-68,0.889064955833534,0.731,0.115,2.11690333122997e-63,"4","Cenpm"
"Lockd",7.66171817204629e-68,1.3236706059266,0.866,0.204,2.14512785380952e-63,"4","Lockd"
"Mcm3",1.11070130278463e-67,0.809139100752546,0.571,0.055,3.10974150753639e-63,"4","Mcm3"
"Cks2",1.19462702957015e-67,1.45377763411719,0.824,0.179,3.34471675739051e-63,"4","Cks2"
"Rad54l",1.2186375425895e-67,0.529640515927896,0.454,0.025,3.41194139174207e-63,"4","Rad54l"
"Incenp",3.11478602882285e-67,0.80127527894397,0.622,0.072,8.72077792349823e-63,"4","Incenp"
"Cdc45",9.59652951923839e-67,0.555276396463332,0.496,0.036,2.68683633479637e-62,"4","Cdc45"
"Shcbp1",1.18449360256378e-66,0.541193754534517,0.454,0.026,3.31634518845808e-62,"4","Shcbp1"
"Ska1",7.28705035733301e-66,0.457682022930226,0.429,0.022,2.0402283590461e-61,"4","Ska1"
"Hells",3.21018220377026e-65,0.964854483086972,0.664,0.093,8.98786813411599e-61,"4","Hells"
"Rad51",5.49831675029962e-65,0.525233568220428,0.513,0.043,1.53941872374889e-60,"4","Rad51"
"H2afz",8.59543568711499e-65,1.40530502882269,1,0.981,2.40655008367846e-60,"4","H2afz"
"Ccnb2",1.31445646258244e-64,0.812414268645293,0.538,0.048,3.68021520393833e-60,"4","Ccnb2"
"Ndc80",1.94261371902711e-64,0.564168578999936,0.429,0.023,5.43892989053212e-60,"4","Ndc80"
"Mxd3",2.24153559216172e-64,0.76080292170606,0.613,0.075,6.27585135093438e-60,"4","Mxd3"
"Ccnb1",5.01018702861247e-63,0.83097905967143,0.546,0.052,1.40275216427092e-58,"4","Ccnb1"
"Ncapg",1.04690946474159e-62,0.510363967597211,0.429,0.025,2.9311371193835e-58,"4","Ncapg"
"Hmgn2",3.69605326502976e-62,1.56998611252011,1,0.749,1.03482099314303e-57,"4","Hmgn2"
"Mcm5",4.26058527459487e-62,0.817300386418626,0.622,0.082,1.19287866518107e-57,"4","Mcm5"
"Kif23",4.98465587365663e-61,0.622173063711579,0.462,0.034,1.39560395150638e-56,"4","Kif23"
"Neil3",8.97564205081776e-61,0.544761441430371,0.412,0.023,2.51300026138796e-56,"4","Neil3"
"Ube2c",4.82102795353624e-60,1.93133073923943,0.714,0.139,1.34979140643108e-55,"4","Ube2c"
"Fam64a",1.02049941930836e-59,0.908835651594107,0.605,0.079,2.85719427417955e-55,"4","Fam64a"
"H2afv",1.39905333232523e-59,1.21240493806699,1,0.906,3.91706951984417e-55,"4","H2afv"
"Melk",1.79868139816601e-59,0.433387934814061,0.412,0.024,5.03594817858519e-55,"4","Melk"
"Mad2l1",2.9754560921961e-59,0.481741539903931,0.529,0.052,8.33068196693063e-55,"4","Mad2l1"
"Mybl2",3.66076283677374e-59,0.313989019213028,0.353,0.013,1.02494037903991e-54,"4","Mybl2"
"Dhfr",7.32349445507065e-59,0.746054244196762,0.597,0.079,2.05043197753068e-54,"4","Dhfr"
"Bub1",2.95349435902989e-58,0.401455702369484,0.37,0.017,8.26919350641189e-54,"4","Bub1"
"Sgol2a",6.32763035550465e-58,0.535711092404604,0.412,0.026,1.77160994693419e-53,"4","Sgol2a"
"Kifc1",8.72675170451903e-58,0.602723914434528,0.454,0.037,2.44331594223124e-53,"4","Kifc1"
"Tyms",1.51733380312836e-57,1.08413214137281,0.782,0.187,4.24823118199879e-53,"4","Tyms"
"Rrm1",2.75398291188182e-57,0.812231705461469,0.765,0.163,7.71060135668672e-53,"4","Rrm1"
"Arhgap11a",3.29059394093559e-57,0.547438882056476,0.479,0.043,9.21300491583147e-53,"4","Arhgap11a"
"Aunip",3.66591591545068e-57,0.385080481195492,0.37,0.018,1.02638313800788e-52,"4","Aunip"
"Psrc1",6.25573454019579e-57,0.699261644492637,0.513,0.053,1.75148055656402e-52,"4","Psrc1"
"Spag5",8.07805451431479e-57,0.430931553733849,0.403,0.025,2.26169370291786e-52,"4","Spag5"
"Ttk",1.07226195107167e-56,0.519449271900466,0.42,0.029,3.00211901061046e-52,"4","Ttk"
"Tuba1b",1.22803643349056e-56,1.28022324866334,1,0.906,3.43825640648687e-52,"4","Tuba1b"
"Cks1b",1.59524932339701e-56,1.09232989559255,0.891,0.308,4.46637905564696e-52,"4","Cks1b"
"Cdca5",3.21926870554255e-56,0.443766350233457,0.403,0.026,9.01330852177802e-52,"4","Cdca5"
"Hist1h2ab",4.58279762629884e-56,0.664219050966482,0.504,0.052,1.28309167941115e-51,"4","Hist1h2ab"
"Ect2",1.85598414101e-55,0.336536009819911,0.353,0.016,5.19638439799979e-51,"4","Ect2"
"Kif20b",3.15342722076484e-55,0.499398863434907,0.454,0.038,8.82896553269739e-51,"4","Kif20b"
"Lig1",2.31392531879526e-54,1.01288498071412,0.739,0.167,6.47852810756298e-50,"4","Lig1"
"Aspm",3.5496392888443e-54,0.479294499360108,0.387,0.024,9.93828008090628e-50,"4","Aspm"
"Plk1",4.94500001268268e-54,0.550929675156455,0.412,0.03,1.3845011035509e-49,"4","Plk1"
"Racgap1",1.32932422245549e-53,0.992290827586851,0.723,0.159,3.72184195803088e-49,"4","Racgap1"
"Cdca7",1.7856606784162e-53,1.12261544064673,0.807,0.196,4.99949276742969e-49,"4","Cdca7"
"Asf1b",5.30913334601658e-53,0.359709693745674,0.361,0.02,1.48645115421772e-48,"4","Asf1b"
"Cdt1",1.67892483302808e-52,0.488647786246107,0.403,0.031,4.70065374751203e-48,"4","Cdt1"
"Cenpu",2.51467489961213e-52,0.463060004945714,0.445,0.04,7.04058678393404e-48,"4","Cenpu"
"Dek",2.70077021332085e-52,1.27973145540304,0.983,0.645,7.56161644325572e-48,"4","Dek"
"E2f1",1.12180012497569e-51,0.870520706118439,0.697,0.153,3.14081598990694e-47,"4","E2f1"
"Cit",1.89765220676114e-51,0.453209516389626,0.412,0.033,5.31304664848984e-47,"4","Cit"
"Chaf1a",3.16385350875009e-51,0.579995132246407,0.513,0.064,8.85815705379852e-47,"4","Chaf1a"
"Cenpn",3.3326081664528e-51,0.419547540419077,0.395,0.029,9.33063634443454e-47,"4","Cenpn"
"Kif4",4.06642078706113e-51,0.431391759049859,0.378,0.026,1.13851649196137e-46,"4","Kif4"
"Kif2c",6.27034878817736e-51,0.522339895890705,0.37,0.024,1.7555722537139e-46,"4","Kif2c"
"2700094K13Rik",1.40884116287498e-50,0.988622009177312,1,0.785,3.94447348781738e-46,"4","2700094K13Rik"
"Zcwpw1",1.71984439474831e-50,0.387625759853277,0.378,0.026,4.81522033641631e-46,"4","Zcwpw1"
"Mcm2",2.29898245570975e-50,0.755502827676988,0.588,0.094,6.43669107949617e-46,"4","Mcm2"
"Nde1",2.59282969235024e-50,0.551986552812595,0.521,0.065,7.2594045726422e-46,"4","Nde1"
"Lrr1",4.0563936802052e-50,0.363796355337601,0.361,0.023,1.13570910258385e-45,"4","Lrr1"
"Dlgap5",5.34105551366616e-50,0.375089657632605,0.319,0.015,1.49538872271625e-45,"4","Dlgap5"
"Anp32b",1.44761797715909e-49,1.22953164927535,0.975,0.646,4.05304081245003e-45,"4","Anp32b"
"Cenpa",3.72501512963603e-49,1.24508252748929,0.613,0.11,1.0429297359955e-44,"4","Cenpa"
"Dut",4.23639843222456e-49,1.18102537113908,0.941,0.51,1.18610683305423e-44,"4","Dut"
"Hmgb1",1.23062202115889e-48,0.782396454735371,1,0.995,3.44549553484065e-44,"4","Hmgb1"
"Tipin",3.2671052033686e-48,0.891024110055166,0.815,0.25,9.14724114839142e-44,"4","Tipin"
"Nuf2",1.58460977206415e-47,0.402751298342686,0.403,0.036,4.43659043982521e-43,"4","Nuf2"
"Nasp",8.87804458497936e-47,1.00094381786163,0.95,0.712,2.48567492290252e-42,"4","Nasp"
"Ran",1.44291031371933e-45,0.757659748110064,1,0.955,4.03986029635138e-41,"4","Ran"
"Hist1h2ap",1.77308487500656e-45,1.15153229684219,0.79,0.248,4.96428303304335e-41,"4","Hist1h2ap"
"Cenpp",2.23800217475232e-45,0.407372521388361,0.403,0.04,6.26595848887153e-41,"4","Cenpp"
"Hist1h2af",9.57553342322662e-45,0.851406690665093,0.563,0.1,2.68095784783499e-40,"4","Hist1h2af"
"Ccnd2",1.00439465267405e-44,1.890218082342,0.916,0.508,2.81210414855681e-40,"4","Ccnd2"
"Hirip3",1.69300659656363e-44,0.720168658698363,0.782,0.212,4.74007986905886e-40,"4","Hirip3"
"Rfc4",2.30145520633469e-44,0.75051593965082,0.773,0.224,6.44361428669587e-40,"4","Rfc4"
"Hist1h2ae",2.32980529843591e-44,1.47174599973203,0.824,0.3,6.52298887456086e-40,"4","Hist1h2ae"
"Fignl1",2.41008081428989e-44,0.328955011413391,0.387,0.036,6.74774426384883e-40,"4","Fignl1"
"Mcm10",3.19890817352218e-44,0.270608644226916,0.294,0.015,8.9563031042274e-40,"4","Mcm10"
"Hist1h2an",3.57476735500287e-44,0.803142678767519,0.714,0.171,1.0008633640537e-39,"4","Hist1h2an"
"Tcf19",4.54794690914343e-44,0.59866502752848,0.445,0.057,1.27333417562198e-39,"4","Tcf19"
"Dscc1",5.0009283962671e-44,0.329612867885202,0.328,0.022,1.40015993238686e-39,"4","Dscc1"
"H2afx",2.46999030748083e-43,1.49495526484448,0.916,0.521,6.91547886288484e-39,"4","H2afx"
"Rpa2",2.5076670970117e-43,0.837644691932596,0.681,0.175,7.02096633821336e-39,"4","Rpa2"
"Fam111a",4.09518790091969e-43,0.599862045791302,0.496,0.076,1.1465707084995e-38,"4","Fam111a"
"Mms22l",4.16342018143515e-43,0.395820654892639,0.403,0.042,1.16567438239821e-38,"4","Mms22l"
"Cdc20",6.97850321316477e-43,1.11577857593257,0.538,0.096,1.95384132962187e-38,"4","Cdc20"
"Hist1h3c",7.6085382793458e-43,0.361758835121473,0.286,0.015,2.13023854745124e-38,"4","Hist1h3c"
"Hat1",8.23756648360531e-43,0.842125824320248,0.706,0.193,2.30635386407981e-38,"4","Hat1"
"Tmpo",1.41027659347669e-42,0.954498326466169,0.975,0.537,3.94849240641604e-38,"4","Tmpo"
"Hist2h2ac",3.15175114416728e-42,0.51125957575997,0.395,0.042,8.82427285343955e-38,"4","Hist2h2ac"
"Anp32e",5.3659429282056e-42,0.918539564985476,0.95,0.53,1.502356701039e-37,"4","Anp32e"
"Ube2t",7.0911644616667e-42,0.464554256597429,0.504,0.074,1.98538422597744e-37,"4","Ube2t"
"Pcna",4.79686820304174e-41,1.06159793914291,0.84,0.337,1.34302715948763e-36,"4","Pcna"
"Atad2",6.56154765799896e-41,0.443007783898086,0.412,0.049,1.83710211328655e-36,"4","Atad2"
"Eme1",9.44928508365942e-41,0.281852450690225,0.286,0.017,2.64561083772296e-36,"4","Eme1"
"Hist1h1e",4.63350095382074e-40,1.1060745249914,0.84,0.347,1.29728759705073e-35,"4","Hist1h1e"
"Sapcd2",6.55924119227209e-40,0.424734942373301,0.395,0.046,1.83645634901234e-35,"4","Sapcd2"
"Gm10282",1.52309029317906e-39,0.671922677777165,0.555,0.11,4.26434820284273e-35,"4","Gm10282"
"Kif20a",1.11714171452958e-38,0.356248073281235,0.319,0.027,3.12777337233991e-34,"4","Kif20a"
"Ankle1",2.34660327357452e-38,0.300782082036728,0.311,0.025,6.57001984535394e-34,"4","Ankle1"
"Dnajc9",3.07373915697719e-38,0.808651946143745,0.916,0.453,8.60585489170474e-34,"4","Dnajc9"
"Clic1",6.58404282467415e-38,0.768771860280982,0.84,0.299,1.84340031005227e-33,"4","Clic1"
"Rbbp8",1.64501423978379e-37,0.454362542434062,0.487,0.082,4.60571086854666e-33,"4","Rbbp8"
"Dsn1",1.67731610042561e-37,0.258959028681028,0.303,0.024,4.69614961797164e-33,"4","Dsn1"
"Prim1",3.75465552037004e-37,0.630895174122494,0.681,0.188,1.0512284525932e-32,"4","Prim1"
"Hist1h2ak",4.087635623682e-37,0.605224504138081,0.555,0.115,1.14445622191849e-32,"4","Hist1h2ak"
"Dtl",7.33367920644074e-37,0.638256259638502,0.639,0.161,2.05328350421928e-32,"4","Dtl"
"Ncaph",9.63820256671125e-37,0.279729988372452,0.303,0.025,2.69850395462781e-32,"4","Ncaph"
"Mcm6",1.11686323500774e-36,0.672479388630601,0.639,0.16,3.12699368537466e-32,"4","Mcm6"
"Ckap2",1.29505875911767e-36,0.31440764954678,0.37,0.042,3.62590551377766e-32,"4","Ckap2"
"Dbf4",3.22749861533844e-36,0.49930182059202,0.58,0.127,9.03635062322456e-32,"4","Dbf4"
"Bub1b",3.52717637176135e-36,0.412358126589991,0.378,0.047,9.87538840565744e-32,"4","Bub1b"
"Gins2",1.51870055388704e-35,0.448167129854912,0.445,0.071,4.25205781077294e-31,"4","Gins2"
"Usp1",3.58290528763083e-35,0.69391439556681,0.748,0.255,1.00314182243088e-30,"4","Usp1"
"C330027C09Rik",3.75607457770478e-35,0.377446643259597,0.345,0.038,1.05162576026578e-30,"4","C330027C09Rik"
"Cmc2",7.91454576978035e-35,0.572471943792249,0.613,0.152,2.2159145246231e-30,"4","Cmc2"
"Fen1",1.0394512678814e-34,0.531747307990741,0.538,0.118,2.91025565981435e-30,"4","Fen1"
"Cdc25c",1.26710163047829e-34,0.393614071150963,0.303,0.028,3.54763114501311e-30,"4","Cdc25c"
"Mis18a",1.29793668916494e-33,0.454409924613728,0.563,0.127,3.633963142324e-29,"4","Mis18a"
"Cenpl",1.9955863387324e-33,0.371819612697512,0.345,0.042,5.58724263118296e-29,"4","Cenpl"
"Slbp",3.3071588631627e-33,0.810008346967909,0.798,0.343,9.25938338508292e-29,"4","Slbp"
"Hist1h1a",3.93363816925591e-33,0.352202229397317,0.345,0.042,1.10134001462827e-28,"4","Hist1h1a"
"Srsf3",8.98117698055741e-33,0.538089472817707,1,0.965,2.51454993101646e-28,"4","Srsf3"
"Ube2s",1.6682998911081e-32,0.989404794844844,0.95,0.825,4.67090603512445e-28,"4","Ube2s"
"Ptma",1.8541546137581e-32,0.368673193923461,1,1,5.19126208759994e-28,"4","Ptma"
"Rnaseh2b",4.6471548944056e-32,0.668827761187584,0.79,0.285,1.30111042733568e-27,"4","Rnaseh2b"
"Apitd1",5.71643662868199e-32,0.452347366583102,0.597,0.148,1.60048792729838e-27,"4","Apitd1"
"Hmgb31",8.53559433378756e-32,0.70406465668912,1,0.881,2.38979570157384e-27,"4","Hmgb3"
"Cenpq",1.79044527774287e-31,0.421261586990458,0.454,0.084,5.01288868862449e-27,"4","Cenpq"
"Hist1h2ag",2.11127294856229e-31,0.333606258951919,0.328,0.04,5.91114200138469e-27,"4","Hist1h2ag"
"Lmnb1",2.42741278152285e-31,0.687674787650412,0.941,0.61,6.79627030570767e-27,"4","Lmnb1"
"Ticrr",2.52064769772472e-31,0.298895846931231,0.319,0.037,7.05730942408967e-27,"4","Ticrr"
"Cenpw",6.62159110165542e-31,0.545447976621662,0.664,0.201,1.85391307664148e-26,"4","Cenpw"
"Ascl1",1.25648703904797e-30,0.738410552122098,0.563,0.143,3.51791241192651e-26,"4","Ascl1"
"Sox22",1.25652525951596e-30,0.700643244128524,0.882,0.348,3.51801942159279e-26,"4","Sox2"
"Tpm4",2.29280260826662e-30,0.728025873436921,0.765,0.327,6.41938874262489e-26,"4","Tpm4"
"Rdm1",1.13205557018084e-29,0.429096761722744,0.378,0.06,3.16952918539232e-25,"4","Rdm1"
"Rcc1",1.23763620629608e-29,0.472229089124476,0.546,0.132,3.46513385038777e-25,"4","Rcc1"
"Hmgn1",2.05686094560563e-29,0.505432563426496,1,0.953,5.75879927550665e-25,"4","Hmgn1"
"Cdk4",4.58039330382879e-29,0.541685745781598,1,0.946,1.28241851720598e-24,"4","Cdk4"
"Wdr76",5.49660545414715e-29,0.275591017055368,0.328,0.044,1.53893959505212e-24,"4","Wdr76"
"Hist1h4d",1.06391715640627e-28,0.848692963638264,0.622,0.201,2.97875525450629e-24,"4","Hist1h4d"
"Hjurp",1.84399633995973e-28,0.700468191111485,0.824,0.367,5.16282095261925e-24,"4","Hjurp"
"Lsm5",1.97941932656545e-28,0.614865563620038,0.899,0.577,5.54197823051794e-24,"4","Lsm5"
"Rbm3",1.0556959690267e-27,0.591779972890946,0.975,0.863,2.95573757408095e-23,"4","Rbm3"
"Timeless",1.40413877140768e-27,0.401778278372884,0.42,0.082,3.93130773218722e-23,"4","Timeless"
"Mcm7",1.66465131551496e-27,0.653386437505595,0.798,0.377,4.66069075317879e-23,"4","Mcm7"
"Rfc3",1.70384046601625e-27,0.628762459993183,0.815,0.383,4.7704125367523e-23,"4","Rfc3"
"Lbr",3.35150947591296e-27,0.318502298440375,0.395,0.072,9.38355623066111e-23,"4","Lbr"
"Ranbp1",5.09050275098498e-27,0.767979410150695,0.983,0.909,1.42523896022078e-22,"4","Ranbp1"
